CowKey,Herd,CowExternalKey,LifetimeID,PedigreeNumber,ElectronicID,RemovalDate,BirthDate,BoughtDate,ToCullDate,LactationNumber,LactNumberEst,BW,BWReliability,Name,Breed,Sire,Dam,DamExternalKey,comment,InitialLactationStatus,InitialDueSire,InitialDueDate,RemovalFate,RemovalReason1,RemovalReason2,RemovalReason3,RemovalComment,StockClass,ABVFat,ABVProtein,ABVMilk,TransferID,PW,CowNumber,PWRel,ExpCalfPW,ExpCalfPWRel
147,Sep-99,8148021,ABCD-90-5,,,28/02/94,5/03/90,,,2,0,,,,F12   ,84223,ABCD-85-69,,,,,,SOLD,FTC,,,,COW,,,,,,122,,,
148,Sep-99,8962991,ABCD-91-45,,,28/02/94,21/03/91,,,1,0,,,,F     ,85210,ABCD-85-64,5954353,,DRY,,,SOLD,,,,,COW,,,,,,135,,,
149,Sep-99,6740965,ABCD-88-25,,,28/02/94,27/04/88,,,5,0,,,BLUE - 25,F12   ,80241,ABCD-85-36,,,,,,SOLD,FTC,,,,COW,,,,,,139,,,
150,Sep-99,8235786,ABCD-89-33,,,28/02/94,1/08/89,,,3,0,,,,X8    ,,,,,,,,SOLD,FTC,,,,COW,,,,,,140,,,
151,Sep-99,7304587,ABCD-89-15,,,15/06/94,10/03/89,,,3,0,,,,F     ,83209,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,141,,,
152,Sep-99,8185872,ABCD-90-63,,,28/02/94,15/04/90,,,2,0,,,,F12   ,83256,ABCD-85-67,,,,,,SOLD,FTC,,,,COW,,,,,,154,,,
153,Sep-99,9757293,ABCD-92-28,,,28/02/94,11/03/92,,,,0,,,,F12   ,86279,9/9999/DAISY,,,DRY,,,CULLED,FTC,,,,HEIFER,,,,,,160,,,
154,Sep-99,7304592,ABCD-89-16,,,28/02/94,10/03/89,,,3,0,,,,F     ,81221,ABCD-86-6,,,,,,SOLD,,,,,COW,,,,,,164,,,
155,Sep-99,4799470,ABCD-85-19,,,15/06/94,24/08/85,,,6,0,,,RED - 19,F     ,80241,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,165,,,
156,Sep-99,4799474,ABCD-85-20,,,15/06/94,25/08/85,,,6,0,,,RED - 20,F8    ,,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,168,,,
157,Sep-99,8961332,ABCD-91-22,,,28/02/94,13/03/91,,,1,0,,,,F     ,85210,ABCD-86-19,5523754,,DRY,,,SOLD,FTC,,,,COW,,,,,,200,,,
158,Sep-99,2447568,9/9999/82/8220,,,15/06/94,24/08/82,,,8,0,,,PURPLE - 20,F     ,76264,,,,,,,SOLD,,,,,COW,,,,,,205,,,
159,Sep-99,8961309,ABCD-91-19,,,15/06/94,11/03/91,,,1,0,,,,F     ,85210,ABCD-88-18,6740982,,DRY,,,SOLD,,,,,COW,,,,,,209,,,
160,Sep-99,2950177,9/9999/84/8429,,,15/06/94,29/08/84,,,7,0,,,GREEN - 29,F8    ,,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,238,,,
161,Sep-99,2950183,9/9999/84/8435,,,15/06/94,6/09/84,,,7,0,,,GREEN - 35,F     ,,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,252,,,
162,Sep-99,9757292,ABCD-92-26,,,28/02/94,11/03/92,,,,0,,,,F8    ,,ABCD-90-37,,,DRY,,,CULLED,FTC,,,,HEIFER,,,,,,263,,,
163,Sep-99,8961304,ABCD-91-11,,,16/06/94,5/03/91,,,1,0,,,,F12   ,84264,9/9999/DAISY,6000622,,DRY,,,SOLD,FTC,,,,COW,,,,,,266,,,
164,Sep-99,8148006,ABCD-90-16,,,28/02/94,11/03/90,,,2,0,,,,F12J4 ,84284,CCLG-86-71,,,,,,SOLD,FTC,,,,COW,,,,,,293,,,
165,Sep-99,5522392,ABCD-86-56,,,15/03/92,30/08/86,,,4,0,,,YELLOW - 56,F     ,81221,9/9999/DAISY,,,,,,CULLED,TB,,,,COW,,,,,,108,,,
166,Sep-99,9738794,BYQD-92-4,,,11/01/95,1/03/92,,,1,0,,,WILLOWMERE PRES LARA,F  PED,83283,BYQD-90-11,8155298,,,,,SOLD,ABORT,MASTREM,,,COW,,,,,,1,,,
167,Sep-99,7264546,ABCD-87-2,,,29/12/94,22/03/87,,,6,0,,,ORANGE - 2,F     ,79274,9/9999/DAISY,,,,,,SOLD,UNKNWN,,,,COW,,,,,,2,,,
168,Sep-99,9757339,ABCD-92-44,,,31/08/96,20/03/92,,,3,0,22,55,,F     ,85273,ABCD-86-18,,,DRY,,,SOLD,,,,,COW,,,,,,3,,,
169,Sep-99,8148017,ABCD-90-34,,,29/12/94,15/03/90,,,3,0,,,,F     ,83256,9/9999/DAISY,,,,,,SOLD,UNKNWN,,,,COW,,,,,,6,,,
170,Sep-99,9757316,ABCD-92-30,,,13/06/95,14/03/92,,,2,0,6,51,,F     ,85273,9/9999/DAISY,,,DRY,,,CULLED,BADTYPE,,,,COW,,,,,,9,,,
171,Sep-99,8961305,ABCD-91-37,,,22/07/96,19/03/91,,,4,0,16,56,,F     ,85203,ABCD-85-49,4799555,,DRY,,,CULLED,LOWPRD,HI CEL,UDR BD,,COW,,,,,,10,,,
172,Sep-99,8961325,ABCD-91-20,,,12/01/95,12/03/91,,,2,0,,,,F     ,85210,9/9999/DAISY,2950162,,DRY,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,11,,,
173,Sep-99,8147997,ABCD-90-11,,,12/01/95,8/03/90,,,3,0,,,,F     ,83283,ABCD-88-9,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,12,,,
174,Sep-99,9757331,ABCD-92-61,,,31/08/96,1/04/92,,,3,0,19,56,,F     ,85203,9/9999/DAISY,,,DRY,,,SOLD,,,,,COW,,,,,,14,,,
175,Sep-99,8961328,ABCD-91-31,,,1/03/96,17/03/91,,,3,0,31,54,,F12   ,83283,9/9999/DAISY,2950177,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,15,,,
176,Sep-99,6740974,ABCD-88-7,,,12/01/95,25/03/88,,,5,0,,,BLUE -7,F12   ,80224,ABCD-85-54,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,19,,,
177,Sep-99,5523737,ABCD-86-6,,,12/01/95,3/04/86,,,7,0,,,YELLOW - 6,F     ,79274,9/9999/DAISY,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,20,,,
178,Sep-99,5522294,ABCD-86-37,,,26/02/96,7/08/86,,,7,0,8,53,YELLOW - 37,F     ,81221,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,21,,,
179,Sep-99,8961316,ABCD-91-12,,,29/12/94,5/03/91,,,2,0,,,,F     ,85225,9/9999/DAISY,4799488,,DRY,,,SOLD,UNKNWN,,,,COW,,,,,,22,,,
180,Sep-99,8979992,ABCD-91-51,,,1/02/96,27/03/91,,,3,0,39,44,,F6    ,,ABCD-89-6,7304594,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,24,,,
181,Sep-99,9757342,ABCD-92-63,,,1/03/96,2/04/92,,,2,0,36,52,,F     ,83283,9/9999/DAISY,,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,25,,,
182,Sep-99,,,,,1/03/96,3/04/92,,,2,0,60,53,,F     ,85203,9/9999/DAISY,,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,26,,,
183,Sep-99,4799661,ABCD-85-42,,,12/01/95,5/03/85,,,8,0,,,GREEN - 42,F8    ,,293329,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,27,,,
184,Sep-99,7264554,ABCD-87-11,,,29/12/94,5/04/87,,,6,0,,,ORANGE - 11,F     ,81221,9/9999/DAISY,,,,,,SOLD,UNKNWN,,,,COW,,,,,,28,,,
185,Sep-99,7264555,ABCD-87-12,,,29/12/94,5/04/87,,,6,0,,,ORANGE - 12,F     ,80241,269908,,,,,,SOLD,UNKNWN,,,,COW,,,,,,29,,,
186,Sep-99,7264556,ABCD-87-13,,,15/05/96,6/04/87,,,7,0,,,ORANGE - 13,F12X4 ,80266,9/9999/DAISY,,,,,,CULLED,UDR BD,,,,COW,,,,,,31,,,
187,Sep-99,7304659,ABCD-89-10,,,3/12/95,7/03/89,,,5,0,21,57,,F12   ,83283,ABCD84/8447,,,,,,CULLED,,,,,COW,,,,,,35,,,
188,Sep-99,8147996,ABCD-90-14,,,29/07/96,9/03/90,,,5,0,40,57,,F     ,83283,ABCD-87-18,,,,,,SOLD,,,,,COW,,,,,,36,,,
189,Sep-99,7264559,ABCD-87-18,,,12/01/95,18/04/87,,,6,0,,,ORANGE - 18,F     ,81221,9/9999/DAISY,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,37,,,
190,Sep-99,6740999,ABCD-88-9,,,7/02/94,26/03/88,,,4,0,,,BLUE - 9,F     ,80224,9/9999/DAISY,,,,,,DIED,UNKNWN,,,,COW,,,,,,38,,,
191,Sep-99,8148008,ABCD-90-19,,,29/07/96,11/03/90,,,5,0,27,49,,F     ,84223,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,40,,,
192,Sep-99,8962990,ABCD-91-44,,,1/02/96,21/03/91,,,3,0,31,55,,F     ,85210,9/9999/DAISY,1544946,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,42,,,
193,Sep-99,9757300,ABCD-92-62,,,26/02/96,31/03/92,,,2,0,31,54,,F     ,85273,ABCD-86-61,,,DRY,,,CULLED,FTC,,,,COW,,,,,,43,,,
194,Sep-99,9757299,ABCD-92-69,,,13/03/96,7/04/92,,,2,0,17,55,,F     ,83283,9/9999/DAISY,,,DRY,,,DIED,G STAG,,,,COW,,,,,,45,,,
195,Sep-99,9738540,ABCD-90-75,,,3/12/95,1/08/90,,,4,0,22,44,,F6 X2 ,,ABCD84/8476,,,DRY,,,CULLED,,,,,COW,,,,,,48,,,
196,Sep-99,8961313,ABCD-91-39,,,1/03/96,20/03/91,,,3,0,45,58,,F     ,84264,CCLG-86-70,5596009,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,49,,,
197,Sep-99,8164252,FNKP-90-14,,,1/03/96,1/04/90,,,4,0,35,43,,F12   ,84284,BCDE-87-57,,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,51,,,
198,Sep-99,9757302,ABCD-92-40,,,12/01/95,18/03/92,,,1,0,,,,F     ,85273,9/9999/DAISY,,,DRY,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,53,,,
199,Sep-99,8148009,ABCD-90-37,,,1/03/96,16/03/90,,,4,0,7,58,,F     ,84284,ABCD-85-4,,,,,,SOLD,OTHERC,,,,COW,,,,,,55,,,
200,Sep-99,8147990,ABCD-90-7,,,1/03/96,6/03/90,,,4,0,24,55,,F     ,83202,ABCD-88-7,,,,,,SOLD,OTHERC,,,,COW,,,,,,58,,,
201,Sep-99,8166483,ABCD-90-50,,,1/03/96,26/03/90,,,4,0,28,53,,F     ,84264,9/9999/DAISY,,,,,,SOLD,OTHERC,,,,COW,,,,,,59,,,
202,Sep-99,9757285,ABCD-92-20,,,1/02/96,8/03/92,,,2,0,25,55,,F     ,84264,ABCD-88-9,,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,60,,,
203,Sep-99,9757279,ABCD-92-54,,,1/02/96,26/03/92,,,2,0,-4,55,,F     ,83283,ABCD-86-6,,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,61,,,
204,Sep-99,9738539,ABCD-90-74,,,13/06/95,1/08/90,,,4,0,33,43,,F6 X2 ,,ABCD84/8476,,,DRY,,,CULLED,,,,,COW,,,,,,63,,,
205,Sep-99,9757298,ABCD-92-6,,,1/02/96,4/03/92,,,2,0,15,52,,F12   ,86279,ABCD-87-89,,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,67,,,
206,Sep-99,6740972,ABCD-88-17,,,12/01/95,4/04/88,,,5,0,,,BLUE - 17,F     ,82279,9/9999/DAISY,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,70,,,
207,Sep-99,7264569,ABCD-87-89,,,11/01/95,1/04/87,,,6,0,,,ORANGE - 89,F8    ,,,,,,,,SOLD,ABORT,MASTREM,,,COW,,,,,,73,,,
208,Sep-99,5522414,ABCD-86-61,,,12/01/95,11/09/86,,,6,0,,,YELLOW - 61,F     ,76264,9/9999/DAISY,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,76,,,
209,Sep-99,5166657,9/9999/84/8452,,,29/12/94,5/05/84,,,9,0,,,WHITE - 52,F     ,,234026,,,,,,SOLD,UNKNWN,,,,COW,,,,,,78,,,
210,Sep-99,8166487,ABCD-90-44,,,31/08/96,21/03/90,,,5,0,6,59,,F12   ,84284,ABCD84/8422,,,,,,SOLD,,,,,COW,,,,,,79,,,
211,Sep-99,5290474,9/9999/84/8477,,,12/01/95,1/08/84,,,8,0,,,GREEN - 77,F     ,,,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,80,,,
212,Sep-99,2950199,9/9999/84/8454,,,10/10/96,24/04/84,,,11,0,-25,60,WHITE - 54,F     ,78229,9/9999/DAISY,,,,,,CULLED,MASTREM,,,,COW,,,,,,326,,,
213,Sep-99,6740982,ABCD-88-18,,,10/10/96,14/04/88,,,7,0,55,49,BLUE - 18,F12A4 ,83274,ABCD-85-62,,,,,,CULLED,LAMEREM,OLDAGE,,,COW,,,,,,83,,,
214,Sep-99,7264572,ABCD-87-101,,,12/01/95,1/04/87,,,6,0,,,ORANGE - 101,F8    ,,,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,84,,,
215,Sep-99,8148011,ABCD-90-27,,,1/02/96,12/03/90,,,4,0,63,57,,F     ,83274,9/9999/DAISY,,,,,,SOLD,OTHERC,,,,COW,,,,,,86,,,
216,Sep-99,5522287,ABCD-86-64,,,10/10/96,12/09/86,,,8,0,17,56,YELLOW - 64,F     ,80268,9/9999/DAISY,,,,,,CULLED,MASTREM,,,,COW,,,,,,327,,,
217,Sep-99,5522396,ABCD-86-65,,,31/08/96,11/09/86,,,8,0,43,62,YELLOW - 65,F     ,81208,269920,,,,,,SOLD,,,,,COW,,,,,,88,,,
218,Sep-99,7304594,ABCD-89-6,,,12/01/95,6/03/89,,,4,0,,,,F12   ,83283,ABCD-85-42,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,91,,,
219,Sep-99,9757318,ABCD-92-35,,,28/02/94,15/03/92,,,,0,,,,F10   ,85273,ABCD-89-1,,,DRY,,,CULLED,FTC,,,,HEIFER,,,,,,92,,,
220,Sep-99,5596009,CCLG-86-70,,,3/12/95,2/09/86,,,7,0,36,59,YELLOW - 70,F     ,81221,,,,,,,CULLED,,,,,COW,,,,,,98,,,
221,Sep-99,8148004,ABCD-90-43,,,3/12/95,20/03/90,,,4,0,7,55,,F     ,84284,9/9999/DAISY,,,,,,CULLED,,,,,COW,,,,,,99,,,
222,Sep-99,5595292,CCLG-86-71,,,26/02/96,9/09/86,,,7,0,34,59,YELLOW - 71,F8 J8 ,81208,5/4968/82/8245,,,,,,CULLED,FTC,,,,COW,,,,,,101,,,
223,Sep-99,8961333,ABCD-91-36,,,1/02/96,19/03/91,,,3,0,50,55,,F     ,85203,ABCD84/8432,5290484,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,104,,,
224,Sep-99,5166659,9/9999/83/8337,,,12/01/95,3/03/83,,,9,0,,,WHITE - 37,F     ,77264,243300,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,109,,,
225,Sep-99,8961306,ABCD-91-28,,,1/03/96,16/03/91,,,3,0,28,54,,F12   ,85210,ABCD-87-91,7264571,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,112,,,
226,Sep-99,8185865,ABCD-90-67,,,29/07/96,17/04/90,,,5,0,40,58,,F     ,83274,ABCD-87-12,,,,,,SOLD,,,,,COW,,,,,,113,,,
227,Sep-99,8979988,ABCD-91-56,,,4/10/96,28/03/91,,,4,0,49,46,,F8    ,,ABCD-88-12,6740975,,DRY,,,SOLD,SLOW,,,,COW,,,,,,164,,,
228,Sep-99,8166474,ABCD-90-48,,,13/06/95,25/03/90,,,3,0,25,56,,F     ,84264,ABCD-86-37,,,,,,CULLED,FTC,,,,COW,,,,,,117,,,
229,Sep-99,2695931,9/9999/83/8315,,,29/12/94,5/09/83,,,9,0,,,WHITE - 15,F     ,77209,9/9999/DAISY,,,,,,SOLD,UNKNWN,,,,COW,,,,,,118,,,
230,Sep-99,2950206,9/9999/84/8461,,,12/01/95,6/06/84,,,9,0,,,WHITE - 61,F     ,,9/9999/DAISY,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,123,,,
231,Sep-99,9757313,ABCD-92-45,,,1/02/96,21/03/92,,,2,0,36,53,,F     ,86279,ABCD-89-11,,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,124,,,
232,Sep-99,9757284,ABCD-92-22,,,11/01/95,9/03/92,,,1,0,,,,F     ,85203,ABCD-89-10,,,DRY,,,SOLD,ABORT,MASTREM,,,COW,,,,,,127,,,
233,Sep-99,8979993,ABCD-91-50,,,29/07/96,26/03/91,,,4,0,-1,54,,F12   ,83283,ABCD-87-113,7264585,,DRY,,,SOLD,,,,,COW,,,,,,128,,,
234,Sep-99,5522290,ABCD-86-74,,,12/01/95,15/09/86,,,6,0,,,YELLOW - 74,F     ,81252,9/9999/DAISY,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,129,,,
235,Sep-99,9738792,BYQD-92-3,,,1/03/96,31/01/92,,,2,0,6,48,WILLOWMERE OREGAN GLAZE,F  PED,BYQD-89-91,BYQD-89-31,7302170,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,130,,,
236,Sep-99,8980001,ABCD-91-54,,,3/12/95,27/03/91,,24/11/95,3,0,22,54,,F12   ,85273,ABCD84/845,2957891,,DRY,,,CULLED,,,,,COW,,,,,,131,,,
237,Sep-99,3732342,9/9999/83/8343,,,12/01/95,11/04/83,,,10,0,,,PURPLE - 43,F     ,,,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,133,,,
238,Sep-99,8148022,ABCD-90-26,,,12/01/95,12/03/90,,,3,0,,,,F     ,84284,9/9999/DAISY,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,134,,,
239,Sep-99,2950208,9/9999/84/8464,,,12/01/95,27/06/84,,,9,0,,,WHITE - 64,F     ,,208319,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,138,,,
240,Sep-99,7304628,ABCD-89-14,,,12/01/95,9/03/89,,,4,0,,,,F     ,83209,ABCD-85-18,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,143,,,
241,Sep-99,7304647,ABCD-89-20,,,13/06/95,15/03/89,,,5,0,-5,55,,F     ,83283,9/9999/DAISY,,,,,,SOLD,BADTYPE,HI CEL,,,COW,,,,,,144,,,
242,Sep-99,9760120,ABCD-92-50,,,13/06/95,23/03/92,,,1,0,29,51,,F     ,85273,ABCD-86-3,,,DRY,,,CULLED,FTC,,,,COW,,,,,,146,,,
243,Sep-99,9759448,ABCD-92-23,,,1/02/96,9/03/92,,,2,0,30,55,,F     ,84264,ABCD-85-7,,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,147,,,
244,Sep-99,7264578,ABCD-87-107,,,31/08/96,1/04/87,,,9,0,9,40,ORANGE - 107,F8    ,,,,,,,,SOLD,,,,,COW,,,,,,148,,,
245,Sep-99,8235783,ABCD-89-42,,,29/12/94,1/08/89,,,4,0,,,,X8    ,,,,,,,,SOLD,UNKNWN,,,,COW,,,,,,149,,,
246,Sep-99,9757281,ABCD-92-38,,,1/03/96,17/03/92,,,2,0,31,55,,F     ,86279,ABCD-86-40,,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,151,,,
247,Sep-99,8874338,CDBH-90-44,,,12/01/95,4/08/90,,,3,0,,,,F     ,85200,CDBH-85-99,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,155,,,
248,Sep-99,7304618,ABCD-89-13,,,13/06/95,9/03/89,,,4,0,23,58,,F     ,83209,9/9999/DAISY,,,,,,CULLED,REPDIS,,,,COW,,,,,,157,,,
249,Sep-99,8148020,ABCD-90-2,,,29/12/94,26/02/90,,,3,0,,,,F     ,84284,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,158,,,
250,Sep-99,8148016,ABCD-90-29,,,29/12/94,13/03/90,,,3,0,,,,F     ,83283,9/9999/DAISY,,,,,,SOLD,UNKNWN,,,,COW,,,,,,159,,,
251,Sep-99,4799598,ABCD-85-18,,,12/01/95,24/08/85,,,7,0,,,RED - 18,F     ,77209,9/9999/DAISY,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,162,,,
252,Sep-99,9757337,ABCD-92-31,,,26/02/96,14/03/92,,,2,0,19,54,,F     ,85203,ABCD-86-8,,,DRY,,,CULLED,FTC,,,,COW,,,,,,166,,,
253,Sep-99,8999092,ABCD-91-68,,,29/12/94,30/04/91,,,2,0,,,,F     ,85273,9/9999/DAISY,2447568,,DRY,,,SOLD,UNKNWN,,,,COW,,,,,,167,,,
254,Sep-99,8148001,ABCD-90-10,,,12/01/95,8/03/90,,,3,0,,,,F12   ,84284,9/9999/DAISY,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,169,,,
255,Sep-99,8166486,ABCD-90-55,,,1/02/96,31/03/90,,,4,0,60,57,,F     ,84264,ABCD84/8432,,,,,,SOLD,OTHERC,,,,COW,,,,,,170,,,
256,Sep-99,8166481,ABCD-90-56,,,29/07/96,1/04/90,,,5,0,60,58,,F     ,84264,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,172,,,
257,Sep-99,8166477,ABCD-90-46,,,26/09/96,23/03/90,,,5,0,29,53,,F     ,84264,9/9999/DAISY,,,,,,DIED,UNKNWN,,,,COW,,,,,,330,,,
258,Sep-99,8148018,ABCD-90-25,,,1/02/96,12/03/90,,,4,0,23,55,,F12   ,84284,ABCD-85-25,,,,,,SOLD,OTHERC,,,,COW,,,,,,175,,,
259,Sep-99,8961324,ABCD-91-7,,,13/06/95,4/03/91,,,3,0,18,52,,F     ,83283,ABCD-89-16,7304592,,DRY,,,CULLED,,,,,COW,,,,,,178,,,
260,Sep-99,9757286,ABCD-92-3,,,1/02/96,3/03/92,,,2,0,29,41,,F     ,86279,ABCD-87-21,,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,179,,,
261,Sep-99,8166485,ABCD-90-47,,,29/12/94,24/03/90,,,3,0,,,,F     ,84223,ABCD-86-16,,,,,,SOLD,UNKNWN,,,,COW,,,,,,181,,,
262,Sep-99,2695934,9/9999/83/8318,,,12/01/95,19/09/83,,,9,0,,,WHITE - 18,F     ,77274,208302,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,182,,,
263,Sep-99,2950162,9/9999/84/8413,,,12/01/95,8/08/84,,,8,0,,,GREEN - 13,F     ,77209,,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,183,,,
264,Sep-99,8166478,ABCD-90-52,,,31/08/96,28/03/90,,,5,0,27,54,,F     ,83284,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,184,,,
265,Sep-99,8148030,ABCD-90-8,,,1/02/96,7/03/90,,,4,0,65,60,,F12J3 ,84223,ABCD-86-27,,,,,,SOLD,OTHERC,,,,COW,,,,,,187,,,
266,Sep-99,8148028,ABCD-90-38,,,12/01/95,17/03/90,,,3,0,,,,F12   ,84264,ABCD84/847,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,189,,,
267,Sep-99,8166472,ABCD-90-51,,,3/12/95,28/03/90,,,4,0,20,61,,F     ,84223,9/9999/DAISY,,,,,,CULLED,,,,,COW,,,,,,190,,,
268,Sep-99,8148019,ABCD-90-4,,,29/07/96,5/03/90,,,5,0,35,56,,F     ,84284,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,191,,,
269,Sep-99,9757282,ABCD-92-48,,,1/02/96,22/03/92,,,2,0,6,40,,F12   ,85264,ABCD-85-42,,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,192,,,
270,Sep-99,8166480,ABCD-90-54,,,1/03/96,29/03/90,,,4,0,21,44,,F     ,84284,9/9999/DAISY,,,,,,SOLD,OTHERC,,,,COW,,,,,,198,,,
271,Sep-99,5378450,9/9999/84/8417,,,22/07/96,13/08/84,,,10,0,-2,58,GREEN - 17,F     ,74230,9/9999/DAISY,,,,,,CULLED,LOWPRD,HI CEL,UDR BD,,COW,,,,,,201,,,
272,Sep-99,8961298,ABCD-91-18,,,29/12/94,11/03/91,,,2,0,,,,F12   ,85225,ABCD-85-42,4799661,,DRY,,,SOLD,UNKNWN,,,,COW,,,,,,202,,,
273,Sep-99,8979990,ABCD-91-52,,,26/02/96,27/03/91,,,3,0,11,54,,F12   ,85273,ABCD-87-89,7264569,,DRY,,,CULLED,FTC,,,,COW,,,,,,210,,,
274,Sep-99,8961303,ABCD-91-8,,,29/12/94,5/03/91,,,2,0,,,,F     ,84264,ABCD-88-11,6740990,,DRY,,,SOLD,UNKNWN,,,,COW,,,,,,213,,,
275,Sep-99,8961315,ABCD-91-17,,,13/06/95,10/03/91,,,2,0,22,55,,F     ,85273,9/9999/DAISY,5166659,,DRY,,,CULLED,FTC,,,,COW,,,,,,219,,,
276,Sep-99,8961331,ABCD-91-40,,,1/02/96,20/03/91,,,3,0,12,56,,F     ,83283,ABCD-86-14,5523711,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,221,,,
277,Sep-99,8185869,ABCD-90-62,,,26/09/94,14/04/90,,,3,0,,,,F12   ,83283,ABCD-87-108,,,,,,DIED,JOHNES,,,,COW,,,,,,223,,,
278,Sep-99,8961322,ABCD-91-10,,,23/08/96,5/03/91,,,4,0,37,49,,F8 X4 ,85273,ABCD-89-33,8235786,,DRY,,,CULLED,LAMEREM,,,,COW,,,,,,332,,,
279,Sep-99,4799490,ABCD-85-65,,,3/12/95,11/09/85,,,8,0,13,61,RED - 65,F     ,76264,9/9999/DAISY,,,,,,CULLED,,,,,COW,,,,,,226,,,
280,Sep-99,2950172,9/9999/84/8423,,,12/01/95,19/08/84,,21/11/94,8,0,,,GREEN - 23,F     ,74230,269915,,,,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,227,,,
281,Sep-99,8979989,ABCD-91-59,,,12/01/95,3/04/91,,,2,0,,,,F8    ,,ABCD-89-30,7304635,,DRY,,,CULLED,FTC,MASTREM,LOWPRD,,COW,,,,,,228,,,
282,Sep-99,8961321,ABCD-91-32,,,29/07/96,18/03/91,,,4,0,61,55,,F     ,85210,9/9999/DAISY,2950208,,DRY,,,SOLD,,,,,COW,,,,,,229,,,
283,Sep-99,8961323,ABCD-91-1,,,29/12/94,1/03/91,,,2,0,,,,F     ,85273,ABCD-89-4,7304605,,DRY,,,SOLD,UNKNWN,,,,COW,,,,,,232,,,
284,Sep-99,8961329,ABCD-91-4,,,1/02/96,2/03/91,,,3,0,23,55,,F     ,84264,ABCD-86-8,5523749,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,233,,,
285,Sep-99,9757297,ABCD-92-47,,,26/02/96,22/03/92,,,2,0,4,55,,F     ,86202,ABCD-90-61,,,DRY,,,CULLED,FTC,,,,COW,,,,,,236,,,
286,Sep-99,8961302,ABCD-91-15,,,1/02/96,10/03/91,,,3,0,32,54,,F12   ,85210,ABCD-87-22,7264564,,DRY,,,SOLD,OTHERC,,,,COW,,,,,,237,,,
