CalvKey,CowKey,calvDate,calvType,assist,estimated,comment,VF,TechnicianID,ObservedFM,AbortionCause,CalvingEase
579,251,"03/27/08 00:00:00","NORMAL",,0,,,,,,
580,251,"04/07/07 00:00:00","NORMAL",,0,,,,,,
581,251,"03/20/06 00:00:00","INDUCE",,0,,,,,,
585,253,"03/28/08 00:00:00","NORMAL",,0,,,,,,
587,254,"04/22/08 00:00:00","NORMAL",,0,,,,,,
588,254,"03/06/07 00:00:00","NORMAL",,0,,,,,,
591,255,"03/12/08 00:00:00","NORMAL",,0,,,,,,
592,255,"03/13/07 00:00:00","NORMAL","MINOR",0,,,,,,
596,256,"03/13/08 00:00:00","NORMAL",,0,,,,,,
597,256,"03/26/07 00:00:00","NORMAL",,0,,,,,,
601,257,"04/18/08 00:00:00","NORMAL",,0,,,,,,
602,257,"03/04/07 00:00:00","NORMAL",,0,,,,,,
605,258,"04/26/08 00:00:00","NORMAL",,0,,,,,,
606,258,"03/07/07 00:00:00","NORMAL",,0,,,,,,
609,259,"03/10/08 00:00:00","NORMAL",,0,,,,,,
613,261,"03/19/08 00:00:00","NORMAL",,0,,,,,,
614,261,"03/29/07 00:00:00","NORMAL",,0,,,,,,
616,262,"03/19/08 00:00:00","NORMAL",,0,,,,,,
617,262,"03/16/07 00:00:00","NORMAL",,0,,,,,,
618,262,"04/09/06 00:00:00","NORMAL",,0,,,,,,
620,263,"04/16/08 00:00:00","NORMAL",,0,,,,,,
621,263,"03/19/07 00:00:00","NORMAL",,0,,,,,,
622,263,"03/12/06 00:00:00","NORMAL",,0,,,,,,
626,264,"03/19/08 00:00:00","NORMAL",,0,,,,,,
627,264,"03/11/07 00:00:00","NORMAL","MINOR",0,,,,,,
630,265,"03/20/08 00:00:00","NORMAL",,0,,,,,,
631,265,"03/08/07 00:00:00","NORMAL",,0,,,,,,
633,266,"05/12/08 00:00:00","NORMAL",,0,,,,,,
634,266,"04/02/07 00:00:00","NORMAL",,0,,,,,,
637,267,"03/23/08 00:00:00","NORMAL",,0,,,,,,
638,267,"03/30/07 00:00:00","NORMAL",,0,,,,,,
642,268,"03/18/08 00:00:00","NORMAL",,0,,,,,,
643,268,"03/30/07 00:00:00","NORMAL",,0,,,,,,
648,270,"04/01/08 00:00:00","NORMAL",,0,,,,,,
649,270,"09/22/06 00:00:00","NORMAL",,0,,,,,,
653,271,"04/17/08 00:00:00","NORMAL",,0,,,,,,
654,271,"04/01/07 00:00:00","NORMAL",,0,,,,,,
655,271,"04/15/06 00:00:00","NORMAL",,0,,,,,,
657,272,"03/16/08 00:00:00","NORMAL","MINOR",0,,,,,,
660,273,"03/12/08 00:00:00","NORMAL",,0,,,,,,
662,274,"04/04/08 00:00:00","NORMAL",,0,,,,,,
664,275,"03/06/08 00:00:00","NORMAL",,0,,,,,,
667,276,"03/13/08 00:00:00","NORMAL",,0,,,,,,
669,277,"03/23/08 00:00:00","NORMAL",,0,,,,,,
670,277,"09/21/06 00:00:00","NORMAL",,0,,,,,,
674,278,"03/13/08 00:00:00","NORMAL",,0,,,,,,
677,279,"03/31/08 00:00:00","NORMAL",,0,,,,,,
678,279,"03/17/07 00:00:00","INDUCE",,0,,,,,,
679,279,"03/29/06 00:00:00","NORMAL",,0,,,,,,
680,280,"03/15/08 00:00:00","NORMAL",,0,,,,,,
681,280,"03/06/07 00:00:00","NORMAL",,0,,,,,,
682,280,"03/20/06 00:00:00","INDUCE",,0,,,,,,
684,281,"03/30/08 00:00:00","NORMAL",,0,,,,,,
688,282,"03/08/08 00:00:00","NORMAL",,0,,,,,,
690,283,"03/10/08 00:00:00","NORMAL",,0,,,,,,
693,284,"03/04/08 00:00:00","NORMAL",,0,,,,,,
698,286,"03/09/08 00:00:00","NORMAL",,0,,,,,,
701,287,"03/10/08 00:00:00","NORMAL",,0,,,,,,
703,288,"03/24/08 00:00:00","NORMAL",,0,,,,,,
704,288,"03/14/07 00:00:00","NORMAL",,0,,,,,,
705,288,"03/02/06 00:00:00","NORMAL",,0,,,,,,
708,289,"04/06/08 00:00:00","NORMAL",,0,,,,,,
709,289,"03/04/07 00:00:00","NORMAL",,0,,,,,,
710,289,"03/18/06 00:00:00","NORMAL",,0,,,,,,
712,290,"03/10/08 00:00:00","NORMAL",,0,,,,,,
716,292,"04/01/08 00:00:00","NORMAL",,0,,,,,,
718,293,"04/21/08 00:00:00","NORMAL",,0,,,,,,
719,293,"05/06/07 00:00:00","NORMAL",,0,,,,,,
720,293,"04/03/06 00:00:00","INDUCE",,0,,,,,,
723,294,"03/18/08 00:00:00","NORMAL",,0,,,,,,
724,294,"10/04/06 00:00:00","NORMAL",,0,,,,,,
726,295,"03/24/08 00:00:00","NORMAL",,0,,,,,,
727,295,"03/25/07 00:00:00","INDUCE",,0,,,,,,
728,295,"03/31/06 00:00:00","NORMAL",,0,,,,,,
730,296,"03/10/08 00:00:00","NORMAL",,0,,,,,,
736,298,"04/24/08 00:00:00","NORMAL",,0,,,,,,
739,299,"03/13/08 00:00:00","NORMAL",,0,,,,,,
740,299,"03/17/07 00:00:00","INDUCE",,0,,,,,,
741,299,"03/13/06 00:00:00","NORMAL",,0,,,,,,
744,300,"03/27/08 00:00:00","NORMAL",,0,,,,,,
749,302,"04/18/08 00:00:00","NORMAL",,0,,,,,,
750,302,"04/05/07 00:00:00","NORMAL",,0,,,,,,
751,302,"03/18/06 00:00:00","NORMAL",,0,,,,,,
756,304,"05/12/08 00:00:00","NORMAL","MINOR",0,,,,,,
757,304,"04/02/07 00:00:00","NORMAL",,0,,,,,,
758,304,"03/17/06 00:00:00","NORMAL",,0,,,,,,
765,308,"03/09/08 00:00:00","NORMAL",,0,,,,,,
766,308,"03/18/07 00:00:00","NORMAL",,0,,,,,,
767,308,"04/19/06 00:00:00","NORMAL",,0,,,,,,
770,309,"03/18/08 00:00:00","NORMAL",,0,,,,,,
771,309,"03/06/07 00:00:00","NORMAL",,0,,,,,,
777,312,"04/22/08 00:00:00","NORMAL",,0,,,,,,
778,312,"03/19/07 00:00:00","NORMAL",,0,,,,,,
779,312,"03/20/06 00:00:00","INDUCE",,0,,,,,,
784,315,"09/22/06 00:00:00","NORMAL",,0,,,,,,
785,316,"09/16/06 00:00:00","NORMAL",,0,,,,,,
887,428,"08/05/04 00:00:00","NORMAL",,0,,,,,,
936,466,"03/11/08 00:00:00","NORMAL",,0,,,,,,
937,466,"03/03/07 00:00:00","NORMAL",,0,,,,,,
945,469,"03/27/08 00:00:00","NORMAL",,0,,,,,,
946,469,"03/30/07 00:00:00","NORMAL",,0,,,,,,
947,469,"03/01/06 00:00:00","NORMAL",,0,,,,,,
952,470,"03/14/08 00:00:00","NORMAL",,0,,,,,,
953,470,"03/08/07 00:00:00","NORMAL",,0,,,,,,
954,470,"03/24/06 00:00:00","NORMAL",,0,,,,,,
966,474,"04/21/08 00:00:00","NORMAL",,0,,,,,,
967,474,"03/15/07 00:00:00","NORMAL",,0,,,,,,
968,474,"03/21/06 00:00:00","NORMAL",,0,,,,,,
987,481,"03/13/08 00:00:00","NORMAL",,0,,,,,,
988,481,"03/10/07 00:00:00","NORMAL",,0,,,,,,
1000,485,"03/16/08 00:00:00","NORMAL",,0,,,,,,
1005,486,"03/16/08 00:00:00","NORMAL",,0,,,,,,
1010,487,"03/24/08 00:00:00","NORMAL",,0,,,,,,
1011,487,"03/26/07 00:00:00","NORMAL",,0,,,,,,
1012,487,"03/04/06 00:00:00","NORMAL",,0,,,,,,
1017,488,"03/30/08 00:00:00","NORMAL",,0,,,,,,
1022,490,"05/02/08 00:00:00","NORMAL",,0,,,,,,
1023,490,"04/05/07 00:00:00","NORMAL",,0,,,,,,
1034,493,"03/20/08 00:00:00","NORMAL",,0,,,,,,
1035,493,"03/04/07 00:00:00","NORMAL",,0,,,,,,
1036,493,"04/20/06 00:00:00","NORMAL",,0,,,,,,
1040,494,"03/07/08 00:00:00","NORMAL",,0,,,,,,
1045,495,"03/30/08 00:00:00","NORMAL",,0,,,,,,
1046,495,"03/15/07 00:00:00","NORMAL",,0,,,,,,
1047,495,"03/25/06 00:00:00","NORMAL",,0,,,,,,
1051,496,"04/17/08 00:00:00","NORMAL",,0,,,,,,
1052,496,"04/24/07 00:00:00","NORMAL",,0,,,,,,
1053,496,"04/07/06 00:00:00","NORMAL",,0,,,,,,
1058,497,"04/02/08 00:00:00","NORMAL",,0,,,,,,
1070,501,"03/09/08 00:00:00","NORMAL",,0,,,,,,
1075,502,"04/05/08 00:00:00","NORMAL",,0,,,,,,
1076,502,"03/05/07 00:00:00","NORMAL",,0,,,,,,
1080,503,"03/29/08 00:00:00","NORMAL",,0,,,,,,
1085,504,"04/07/08 00:00:00","NORMAL",,0,,,,,,
1090,506,"04/18/08 00:00:00","NORMAL",,0,,,,,,
1091,506,"03/25/07 00:00:00","INDUCE",,0,,,,,,
1092,506,"04/08/06 00:00:00","NORMAL",,0,,,,,,
1097,507,"03/10/08 00:00:00","NORMAL",,0,,,,,,
1098,507,"10/04/06 00:00:00","NORMAL",,0,,,,,,
1107,509,"03/17/08 00:00:00","NORMAL",,0,,,,,,
1108,509,"03/24/07 00:00:00","NORMAL",,0,,,,,,
1109,509,"03/10/06 00:00:00","NORMAL",,0,,,,,,
1124,513,"03/21/08 00:00:00","NORMAL","MINOR",0,,,,,,
1129,514,"03/11/08 00:00:00","NORMAL",,0,,,,,,
1140,517,"03/19/08 00:00:00","NORMAL",,0,,,,,,
1141,517,"04/02/07 00:00:00","NORMAL",,0,,,,,,
1150,519,"03/26/08 00:00:00","NORMAL",,0,,,,,,
1151,519,"03/25/07 00:00:00","INDUCE",,0,,,,,,
1152,519,"05/05/06 00:00:00","NORMAL",,0,,,,,,
1160,521,"02/28/09 00:00:00","NORMAL",,0,,,,,,
1173,527,"04/16/08 00:00:00","NORMAL",,0,,,,,,
1174,527,"03/16/07 00:00:00","NORMAL",,0,,,,,,
1175,527,"03/16/06 00:00:00","NORMAL",,0,,,,,,
1180,528,"03/19/08 00:00:00","NORMAL",,0,,,,,,
1181,528,"05/07/07 00:00:00","NORMAL",,0,,,,,,
1182,528,"03/20/06 00:00:00","NORMAL",,0,,,,,,
1194,535,"03/11/08 00:00:00","NORMAL",,0,,,,,,
1195,535,"04/25/07 00:00:00","NORMAL",,0,,,,,,
1196,535,"03/08/06 00:00:00","NORMAL",,0,,,,,,
1212,544,"04/17/08 00:00:00","NORMAL",,0,,,,,,
1213,544,"03/19/07 00:00:00","NORMAL",,0,,,,,,
1214,544,"03/13/06 00:00:00","NORMAL",,0,,,,,,
1234,555,"03/29/08 00:00:00","NORMAL",,0,,,,,,
1240,557,"04/01/08 00:00:00","NORMAL",,0,,,,,,
1241,557,"03/02/07 00:00:00","NORMAL",,0,,,,,,
1242,557,"03/06/06 00:00:00","NORMAL",,0,,,,,,
1250,559,"05/18/08 00:00:00","NORMAL",,0,,,,,,
1251,559,"03/23/07 00:00:00","NORMAL",,0,,,,,,
1252,559,"03/29/06 00:00:00","NORMAL",,0,,,,,,
1338,603,"03/31/08 00:00:00","NORMAL",,0,,,,,,
1339,603,"04/11/07 00:00:00","NORMAL",,0,,,,,,
1340,603,"03/01/06 00:00:00","NORMAL",,0,,,,,,
1350,607,"03/12/08 00:00:00","NORMAL",,0,,,,,,
1351,607,"03/02/07 00:00:00","NORMAL",,0,,,,,,
1352,607,"03/14/06 00:00:00","NORMAL",,0,,,,,,
1357,608,"03/23/08 00:00:00","NORMAL",,0,,,,,,
1358,608,"03/19/07 00:00:00","NORMAL",,0,,,,,,
1359,608,"05/05/06 00:00:00","NORMAL",,0,,,,,,
1369,611,"03/29/08 00:00:00","NORMAL",,0,,,,,,
1370,611,"03/05/07 00:00:00","NORMAL",,0,,,,,,
1371,611,"03/06/06 00:00:00","NORMAL",,0,,,,,,
1376,612,"04/08/08 00:00:00","NORMAL",,0,,,,,,
1377,612,"04/19/07 00:00:00","NORMAL",,0,,,,,,
1381,613,"03/24/08 00:00:00","NORMAL",,0,,,,,,
1385,614,"05/09/08 00:00:00","NORMAL",,0,,,,,,
1386,614,"03/03/07 00:00:00","NORMAL",,0,,,,,,
1400,618,"05/01/08 00:00:00","NORMAL",,0,,,,,,
1401,618,"03/28/07 00:00:00","NORMAL",,0,,,,,,
1410,620,"03/22/08 00:00:00","NORMAL",,0,,,,,,
1411,620,"03/17/07 00:00:00","NORMAL",,0,,,,,,
1412,620,"04/03/06 00:00:00","NORMAL",,0,,,,,,
1417,621,"03/25/08 00:00:00","NORMAL",,0,,,,,,
1424,623,"03/15/08 00:00:00","NORMAL",,0,,,,,,
1425,623,"03/12/07 00:00:00","NORMAL",,0,,,,,,
1435,627,"03/28/08 00:00:00","NORMAL",,0,,,,,,
1436,627,"03/18/07 00:00:00","NORMAL",,0,,,,,,
1441,628,"05/20/08 00:00:00","NORMAL",,0,,,,,,
1442,628,"04/20/07 00:00:00","NORMAL",,0,,,,,,
1443,628,"03/18/06 00:00:00","NORMAL",,0,,,,,,
1457,632,"03/11/08 00:00:00","NORMAL",,0,,,,,,
1458,632,"03/21/07 00:00:00","NORMAL",,0,,,,,,
1459,632,"03/22/06 00:00:00","NORMAL",,0,,,,,,
1463,633,"04/25/08 00:00:00","NORMAL",,0,,,,,,
1464,633,"02/27/07 00:00:00","NORMAL",,0,,,,,,
1465,633,"04/02/06 00:00:00","NORMAL",,0,,,,,,
1470,634,"03/15/08 00:00:00","NORMAL",,0,,,,,,
1471,634,"04/12/07 00:00:00","NORMAL",,0,,,,,,
1472,634,"04/30/06 00:00:00","NORMAL",,0,,,,,,
1479,636,"04/01/08 00:00:00","NORMAL",,0,,,,,,
1495,646,"02/26/08 00:00:00","NORMAL",,0,,,,,,
1504,651,"03/12/08 00:00:00","NORMAL",,0,,,,,,
1505,651,"10/08/06 00:00:00","NORMAL",,0,,,,,,
1511,654,"04/08/08 00:00:00","NORMAL",,0,,,,,,
1512,654,"03/25/07 00:00:00","INDUCE",,0,,,,,,
1513,654,"03/18/06 00:00:00","NORMAL",,0,,,,,,
1519,656,"03/10/08 00:00:00","NORMAL",,0,,,,,,
1527,660,"04/15/08 00:00:00","NORMAL",,0,,,,,,
1631,720,"03/24/08 00:00:00","NORMAL",,0,,,,,,
1635,721,"03/14/08 00:00:00","NORMAL",,0,,,,,,
1636,721,"03/06/07 00:00:00","NORMAL",,0,,,,,,
1642,723,"05/12/08 00:00:00","NORMAL",,0,,,,,,
1643,723,"04/02/07 00:00:00","NORMAL",,0,,,,,,
1644,723,"03/15/06 00:00:00","NORMAL",,0,,,,,,
1648,724,"04/01/08 00:00:00","NORMAL",,0,,,,,,
