cat,code,catMaster,catReport,required,retired,comment,Country,inMin,inPilot,SubCode,UserDefined,PDAEventType
"DMISC","EYEINJURY","DMISC",0,1,0,"30082000 GRA Added?",,,0,0,0,
"DMISC","FEVER","DMISC",0,1,0,,,,0,0,0,
"DMISC","GRAINPOIS","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISC","IBR","DMISC",0,1,0,"13082000 GRA Added",,,0,0,0,
"DMISC","INDIGESTION","DMISC",0,1,0,,,,0,0,0,
"DMISC","JOHNES","DMISC",0,1,0,,,,0,0,0,
"DMISC","LACERATION","DMISC",0,1,0,"30082000 GRA Added?",,,0,0,0,
"DMISC","LIVERFLUKE","DMISC",0,1,0,,,,0,0,0,
"DMISC","LUMPYJAW","DMISC",0,1,0,,,,0,0,0,
"DMISC","LUNGWORM","DMISC",0,1,0,,,,0,0,0,
"DMISC","MALIGCATARRH","DMISC",0,1,0,,,,0,0,0,
"DMISC","NAVELINFECT","DMISC",0,1,0,"24082000 GRA Added",,,0,0,0,
"DMISC","NERVOUSD","DMISC",0,1,0,"24082000 GRA Added",,,0,0,0,
"DMISC","OESPHOGEAL","DMISC",0,1,0,"05092000 GRA Added",,,0,0,0,
"DMISC","OSTERTAGIA","DMISC",0,1,0,,,,0,0,0,
"DMISC","PARASITEUNKN","DMISC",0,1,0,"13082000 GRA Added",,,0,0,0,
"DMISC","PINKEYE","DMISC",0,1,0,"24082000 GRA Added",,,0,0,0,
"DMISC","POLIO","DMISC",0,1,0,"04092000 GRA Added",,,0,0,0,
"DMISC","SEVEREINJURY","DMISC",0,1,0,"30082000 GRA Added?",,,0,0,0,
"DMISC","UNDIAGNOSED","DMISC",0,1,0,,"NZIRI",,0,0,0,
"DMISC","WOODENTONGUE","DMISC",0,1,0,,,,0,0,0,
"DMISCABOMAS","ABOMASULCR","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCABOMAS","ABOMASUNSPEC","DMISC",0,1,0,"05092000 GRA Added",,,0,0,0,
"DMISCABOMAS","LDA","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCABOMAS","RDA","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCBLOAT","BLOAT","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCBLOAT","BLOATGRAIN","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCBLOAT","BLOATUNSPEC","DMISC",0,1,0,"24042001 GRA Added",,,0,0,0,
"DMISCGASTRO","COCCIDIOSIS","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCGASTRO","GUTOBSRTUCT","DMISC",0,1,0,"01102000 GRA Added",,,0,0,0,
"DMISCGASTRO","HARDWARE","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCGASTRO","PARAGASTRO","DMISC",0,1,0,"01102000 GRA Added",,,0,0,0,
"DMISCGASTRO","PROLRECTUM","DMISC",0,1,0,"Was DMSIC",,,0,0,0,
"DMISCGASTRO","STOMATITIS","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCGASTRO","UPSET","DMISC",0,1,0,"Was DMISC","NZIRI",,0,0,0,
"DMISCGASTRO","VAGUSINDIGES","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCILL","DMISCILLUNSPEC","DMISC",0,1,0,,,,0,0,0,
"DMISCILL","MALNUTRITION","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCILL","WGTLOS","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCLIVER","DMISCLIVERUNSPEC","DMISC",0,1,0,"24042001 GRA Added","NZIRI",,0,0,0,
"DMISCLIVER","HEPATNECROT","DMISC",0,1,0,,"NZIRI",,0,0,0,
"DMISCLIVER","HEPATUNSPEC","DMISC",0,1,0,,"NZIRI",,0,0,0,
"DMISCMOUTH","MOUTHUNSPEC","DMISC",0,1,0,"01102000 GRA Added",,,0,0,0,
"DMISCMOUTH","PAPSTOMA","DMISC",0,1,0,"01102000 GRA Added",,,0,0,0,
"DMISCMOUTH","SALIVARYG","DMISC",0,1,0,"01102000 GRA Added",,,0,0,0,
"DMISCMOUTH","TEETHD","DMISC",0,1,0,"01102000 GRA Added",,,0,0,0,
"DMISCOTHER","BOTULISM","DMISC",0,1,0,"was DMISC","NZIRI",,0,0,0,
"DMISCOTHER","DMISCOTHERUNSPEC","DMISC",0,1,0,"05092000 GRA Added",,,0,0,0,
"DMISCOTHER","ENTEROTOX","DMISC",0,1,0,,"NZIRI",,0,0,0,
"DMISCOTHER","EPHEMERALFEV","DMISC",0,1,0,,,,0,0,0,
"DMISCOTHER","HYPOTHERMIA","DMISC",0,1,0,,,,0,0,0,
"DMISCOTHER","MALIGOEDEMA","DMISC",0,1,0,,,,0,0,0,
"DMISCOTHER","OFFOOD","DMISC",0,1,0,,,,0,0,0,
"DMISCOTHER","PERITONITIS","DMISC",0,1,0,,,,0,0,0,
"DMISCOTHER","SEPTICAEMIA","DMISC",0,1,0,,,,0,0,0,
"DMISCOTHER","TETANUS","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCRESP","NASALGRANUL","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCRESP","PLEURITIS","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCRESP","PNEUMONBACT","DMISC",0,1,0,"Was DMISC","NZIRI",,0,0,0,
"DMISCRESP","PNEUMONIA","DMISC",0,1,0,"Was DMISC","NZIRI",,0,0,0,
"DMISCRESP","PNEUMONINTER","DMISC",0,1,0,"Was DMISC","NZIRI",,0,0,0,
"DMISCRESP","PNEUMONVIRAL","DMISC",0,1,0,"Was DMISC","NZIRI",,0,0,0,
"DMISCRESP","RESPIRATORY","DMISC",0,1,0,"Was DMISC","NZIRI",,0,0,0,
"DMISCSCOUR","COLIBACILLOS","DMISC",0,1,0,,,,0,0,0,
"DMISCSCOUR","CORONAV","DMISC",0,1,0,"01102000 GRA Added",,,0,0,0,
"DMISCSCOUR","CRYPTOSP","DMISC",0,1,0,"01102000 GRA Added",,,0,0,0,
"DMISCSCOUR","ENTERITIS","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DMISCSCOUR","ROTAVIRUS","DMISC",0,1,0,"01102000 GRA Added",,,0,0,0,
"DMISCSCOUR","SCOUR","DMISC",0,1,0,"Was DMISC",,,0,0,0,
"DORWK","DAY","DORWK",0,1,0,,,,0,0,0,
"DORWK","WEEK","DORWK",0,1,0,,,,0,0,0,
"DPOISONING","ECZEMA","DPOISONING",0,1,0,"Was DMISC","NZIRI",,0,0,0,
"DPOISONING","POISONOTHER","DPOISONING",0,1,0,"13082000 GRA Added",,,0,0,0,
"DPOISONING","POISONRYE","DPOISONING",0,1,0,"13082000 GRA Added",,,0,0,0,
"DPOISONING","SECZEMA","DPOISONING",0,1,0,"16022001 GRA Added","NZIRI",,0,0,0,
"DPOISONING","TOXO","DPOISONING",0,1,0,"04092000 GRA Added",,,0,0,0,
"DREPRO","ABORTION",,0,1,0,"13082000 GRA Added",,,0,1,0,
"DREPRO","DISCHA","DREPRO",0,1,0,,,,0,0,0,
"DREPRO","FMUMMY","DREPRO",0,1,0,"08102000 GRA Added",,,0,0,0,
"DREPRO","NONCYCLER","DREPRO",0,1,0,"24082000 GRA Added",,,0,0,0,
"DREPRO","OVARCYST","DREPRO",0,1,0,"08102000 GRA Added",,,0,0,0,
"DREPRO","PROVAG","DREPRO",0,1,0,,,,0,0,0,
"DREPRO","REPRODISEASE","DREPRO",0,1,0,"04092000 GRA Added",,,0,0,0,
"DREPRO","UINFECTION","DREPRO",0,1,0,"13082000 GRA Added",,,0,0,0,
"DREPRO","VAGINJ","DREPRO",0,1,0,"13082000 GRA Added",,,0,0,0,
"DRYOFFREASON","EC","DRYOFFREASON",0,1,0,,,,0,0,0,
"DRYOFFREASON","EL","DRYOFFREASON",0,1,0,,,,0,0,0,
"DRYOFFREASON","FM","DRYOFFREASON",0,1,0,,,,0,0,0,
"DRYOFFREASON","IN","DRYOFFREASON",0,1,0,,,,0,0,0,
"DRYOFFREASON","MA","DRYOFFREASON",0,1,0,,,,0,0,0,
"DRYOFFREASON","OC","DRYOFFREASON",0,1,0,,,,0,0,0,
"DRYOFFREASON","OD","DRYOFFREASON",0,1,0,,,,0,0,0,
"DRYOFFREASON","SI","DRYOFFREASON",0,1,0,,,,0,0,0,
"DSKIN","BITINGFLIES","DSKIN",0,1,0,"08102000 GRA Added",,,0,0,0,
"DSKIN","DERMATO","DSKIN",0,1,0,"08102000 GRA Added",,,0,0,0,
"DSKIN","DSKINLICE",,0,1,0,"Was DMISC",,,0,1,0,
"DSKIN","MANGE","DSKIN",0,1,0,"Was DMISC",,,0,0,0,
"DSKIN","MILKALLERGY","DSKIN",0,1,0,,,,0,0,0,
"DSKIN","MITES","DSKIN",0,1,0,"08102000 GRA Added",,,0,0,0,
"DSKIN","PHOTOSENSIT","DSKIN",0,1,0,,,,0,0,0,
"DSKIN","RINGWORM","DSKIN",0,1,0,"04092000 GRA Added",,,0,0,0,
"DSKIN","SKINMISC","DSKIN",0,1,0,"04092000 GRA Added",,,0,0,0,
"DSKIN","SKINTB","DSKIN",0,1,0,"08102000 GRA Added",,,0,0,0,
"DSKIN","TICKS","DSKIN",0,1,0,"08102000 GRA Added",,,0,0,0,
"DSKIN","WARTS","DSKIN",0,1,0,"04092000 GRA Added",,,0,0,0,
"DSKINLICE","BITINGLICE","DSKIN",0,1,0,"08102000 GRA Added",,,0,0,0,
"DSKINLICE","LICE","DSKIN",0,1,0,"08102000 GRA Added",,,0,0,0,
"DSKINLICE","SUCKLICE","DSKIN",0,1,0,"08102000 GRA Added",,,0,0,0,
"FATE","CULLED","FATE",0,1,0,,,,0,0,0,
"FATE","DIED","FATE",0,1,0,,,,0,0,0,
"FATE","LOST","FATE",0,1,0,,,,0,0,0,
"FATE","SOLD","FATE",0,1,0,,,,0,0,0,
"FERTST","ABORTD","FERTST",0,1,0,,,,0,0,0,
"FERTST","ABSUS","FERTST",0,1,0,,,,0,0,0,
"FERTST","CALVED","FERTST",0,1,0,,,,0,0,0,
"FERTST","EMPTY","FERTST",0,1,0,,,,0,0,0,
"FERTST","HEAT","FERTST",0,1,0,,,,0,0,0,
"FERTST","NR","FERTST",0,1,0,,,,0,0,0,
"FERTST","PREG","FERTST",0,1,0,,,,0,0,0,
"FERTST","SERVED","FERTST",0,1,0,,,,0,0,0,
"FERTST","UNKNWN","FERTST",0,1,0,,,,0,0,0,
"GPHCPX","AGE","GPHCPX",0,1,0,,,,0,0,0,
"GPHCPX","DATE","GPHCPX",0,1,0,,,,0,0,0,
"GPHCPX","DIM","GPHCPX",0,1,0,,,,0,0,0,
"GPHCPX","GEOSCC","GPHCPX",0,1,0,,,,0,0,0,
"GPHCPX","RAWSCC","GPHCPX",0,1,0,,,,0,0,0,
"GPHCPY","CELLS","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FATPC","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FLTDAV","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FLTDT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FPLTDA","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FPLTDT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FPPC","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FPTSTA","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FPTSTT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FREQ","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FREQPC","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FTSTAV","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","FTSTT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","MLTDAV","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","MLTDT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","MTSTAV","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","MTSTT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","PLTDAV","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","PLTDT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","PROPC","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","PROTTOFAT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","PTSTAV","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","PTSTT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","SLTDAV","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","SLTDT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","SOLPC","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","STSTAV","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","STSTT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","VLTDAV","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","VLTDT","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","VTSTAV","GPHCPY",0,1,0,,,,0,0,0,
"GPHCPY","VTSTT","GPHCPY",0,1,0,,,,0,0,0,
"GPHHPY","HCELLS","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HFAT1","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HFAT2","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HFAT3","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HFAT4","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HFATPC","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HFP1","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HFP2","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HFP3","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HFP4","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HFPKG","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HFPPC","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HMILK1","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HMILK2","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HMILK3","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HMILK4","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HPCOWS","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HPFRAT","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HPROPC","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HPROT1","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HPROT2","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HPROT3","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HPROT4","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HSOLPC","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HSOLS1","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HSOLS2","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HSOLS3","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HSOLS4","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HVAL1","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HVAL2","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HVAL3","GPHHPY",0,1,0,,,,0,0,0,
"GPHHPY","HVAL4","GPHHPY",0,1,0,,,,0,0,0,
"GROUP","ADVGP","GROUP",0,1,0,,,,0,0,0,
"GROUP","AGEGP","GROUP",0,1,0,,,,0,0,0,
"GROUP","CODEGP","GROUP",0,1,0,,,,0,0,0,
"GROUP","FERTST","GROUP",0,1,0,,,,0,0,0,
"GROUP","INDIVID","GROUP",0,1,0,,,,0,0,0,
"GROUP","MOB","GROUP",0,1,0,,,,0,0,0,
"GROUP","SCLASS","GROUP",0,1,0,,,,0,0,0,
"GROUPMIN","AGEGP","GROUPMIN",0,1,0,,,"Y",0,0,0,
"GROUPMIN","FERTST","GROUPMIN",0,1,0,,,"Y",0,0,0,
"GROUPMIN","SCLASS","GROUPMIN",0,1,0,,,"Y",0,0,0,
"HEAT","EARLY","HEAT",0,1,0,,,,0,0,0,
"HEAT","ESCAPE","HEAT",0,1,0,,,,0,0,0,
"HEAT","FORGOT","HEAT",0,1,0,,,,0,0,0,
"HEAT","MANDEC","HEAT",0,1,0,,,,0,0,0,
"HEAT","NOTSPE","HEAT",0,1,0,,,,0,0,0,
"HEAT","PREG","HEAT",0,1,0,,,,0,0,0,
"HEAT","TOCULL","HEAT",0,1,0,,,,0,0,0,
"HEATC","DEFINITE","HEATC",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"HEATC","DOUBT","HEATC",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"HEATD","MOUNT","HEATD",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"HEATD","OBSERVED","HEATD",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"HEATD","TAIL","HEATD",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"HLPREG","2LASTSERVICE","HLPREG",0,1,0,,,,0,0,0,
"HLPREG","3LASTSERVICE","HLPREG",0,1,0,,,,0,0,0,
"HLPREG","DDUNC","HLPREG",0,1,0,,,,0,0,0,
"HLPREG","DDUNK","HLPREG",0,1,0,,,,0,0,0,
"HLPREG","LASTSERVICE","HLPREG",0,1,0,,,,0,0,0,
"HLPREG","SINWKS","HLPREG",0,1,0,,,,0,0,0,
"INCALF","AGEANA","INCALF",0,1,0,,,,0,0,0,
"INCALF","AGEDSC","INCALF",0,1,0,,,,0,0,0,
"INCALF","AGESUM","INCALF",0,1,0,,,,0,0,0,
"INCALF","CDEANA","INCALF",0,1,0,,,,0,0,0,
"INCALF","CS","INCALF",0,1,0,,,,0,0,0,
"INCALF","DSC","INCALF",0,1,0,,,,0,0,0,
"INCALF","HLTHANA","INCALF",0,1,0,,,,0,0,0,
"INCALF","SUMM","INCALF",0,1,0,,,,0,0,0,
"LACTST","DRY","LACTST",0,1,0,,,,0,0,0,
"LACTST","GRAZOF","LACTST",0,1,0,,,,0,0,0,
"LACTST","LACT","LACTST",0,1,0,,,,0,0,0,
"LACTST","NURSON","LACTST",0,1,0,,,,0,0,0,
"LACTST","UNKNWN","LACTST",0,1,0,,,,0,0,0,
"LEGORQ","BLEFT","LEGORQ",0,1,0,,,,0,0,0,
"LEGORQ","BRIGHT","LEGORQ",0,1,0,,,,0,0,0,
"LEGORQ","FLEFT","LEGORQ",0,1,0,,,,0,0,0,
"LEGORQ","FRIGHT","LEGORQ",0,1,0,,,,0,0,0,
"LEGORQ","MULTI","LEGORQ",0,1,0,,,,0,0,0,
"MALEDE","DISEAS","MALEDE",0,1,0,,,,0,0,0,
"MALEDE","GRAZOF","MALEDE",0,1,0,,,,0,0,0,
"MALEDE","GRAZON","MALEDE",0,1,0,,,,0,0,0,
"MALEDE","HGT","MALEDE",0,1,0,,,,0,0,0,
"MALEDE","MANAGE","MALEDE",0,1,0,,,,0,0,0,
"MALEDE","SAMPLE","MALEDE",0,1,0,,,,0,0,0,
"MALEDE","TOCULL","MALEDE",0,1,0,,,,0,0,0,
"MALEDE","TREAT","MALEDE",0,1,0,,,,0,0,0,
"MALEDE","VRSTOF","MALEDE",0,1,0,,,,0,0,0,
"MALEDE","VRSTON","MALEDE",0,1,0,,,,0,0,0,
"MALEDE","WGT","MALEDE",0,1,0,,,,0,0,0,
"MANAGE","CONTRL","MANAGE",0,1,0,"30032001 GRA put back in",,,0,0,0,
"MANAGE","HERD1","MANAGE",0,1,0,"30032001 GRA put back in",,,0,0,0,
"MANAGE","HERD2","MANAGE",0,1,0,"30032001 GRA put back in",,,0,0,0,
"MANAGE","ONCE","MANAGE",0,1,0,"30032001 GRA put back in",,,0,0,0,
"MANAGE","RIDE","MANAGE",0,1,0,"30032001 GRA put back in",,,0,0,0,
"MANAGE","WHANIMAL","MANAGE",0,1,0,"07022001 GRA Added",,,0,0,0,
"NRRPREG","AGEANA","NRRPREG",0,1,0,,,,0,0,0,
"NRRPREG","CDEANA","NRRPREG",0,1,0,,,,0,0,0,
"NRRPREG","DSC","NRRPREG",0,1,0,,,,0,0,0,
"NRRPREG","HLTHANA","NRRPREG",0,1,0,,,,0,0,0,
"NRRPREG","PMH","NRRPREG",0,1,0,,,,0,0,0,
"NRRPREG","SERV","NRRPREG",0,1,0,,,,0,0,0,
"NRRPREG","SERVSIRE","NRRPREG",0,1,0,,,,0,0,0,
"NRRPREG","SERVTYP","NRRPREG",0,1,0,,,,0,0,0,
"NRRPREG","SUMM","NRRPREG",0,1,0,,,,0,0,0,
"NRRPREG","TECH","NRRPREG",0,1,0,,,,0,0,0,
"NRRPREG","TIMEFRAME","NRRPREG",0,1,0,,,,0,0,0,
"NUMBER","1","NUMBER",0,1,0,,,,0,0,0,
"NUMBER","2","NUMBER",0,1,0,,,,0,0,0,
"NUMBER","3","NUMBER",0,1,0,,,,0,0,0,
"NUMBER","4","NUMBER",0,1,0,,,,0,0,0,
"NUMBER","5","NUMBER",0,1,0,,,,0,0,0,
"PD1","EMPTY","PD1",0,1,0,,,,0,0,0,
"PD1","PREG","PD1",0,1,0,,,,0,0,0,
"PD1","PSPREG","PD1",0,1,0,,,,0,0,0,
"PD2","EMPTY","PD2",0,1,0,,,,0,0,0,
"PD2","PREG","PD2",0,1,0,,,,0,0,0,
"PD3","ANS","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","APLAS","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","AWF","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","CERVIC","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","CYCCLP","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","CYCNS","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","CYCOD","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","CYCOH","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","CYCPRO","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","CYSTOV","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","EMPTY","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","ENDO","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","FMUMMY","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","OVARAD","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","OVARTU","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","PREG","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","PSPREG","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","PYOMET","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","SPECNEG","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","SPECPOS","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","UTABCS","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","UTADHN","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","UTNML","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","VAGINI","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PD3","VAGTER","PD3",0,1,0,"02052001 GRA Added",,,0,0,0,
"PLSPER","10DAYPERIOD","PLSPER",0,1,0,,,,0,0,0,
"PLSPER","7DAYPERIOD","PLSPER",0,1,0,,,,0,0,0,
"PLSPER","MONTH","PLSPER",0,1,0,,,,0,0,0,
"PREMATE","AGEANA","PREMATE",0,1,0,,,,0,0,0,
"PREMATE","AGEDSC","PREMATE",0,1,0,,,,0,0,0,
"PREMATE","CDEANA","PREMATE",0,1,0,,,,0,0,0,
"PREMATE","CS","PREMATE",0,1,0,,,,0,0,0,
"PREMATE","DSC","PREMATE",0,1,0,,,,0,0,0,
"PREMATE","HLTHANA","PREMATE",0,1,0,,,,0,0,0,
"PREMATE","SUMM","PREMATE",0,1,0,,,,0,0,0,
"REDIAG","ANS","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","APLAS","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","AWF","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","CERVIC","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","CYCCLP","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","CYCNS","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","CYCOD","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","CYCOH","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","CYCPRO","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","CYSTOV","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","ENDO","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","FMUMMY","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","OVARAD","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","OVARTU","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","PYOMET","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","SPECNEG","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","SPECPOS","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","UTABCS","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","UTADHN","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","UTNML","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","VAGINI","REDIAG",0,1,0,,,,0,0,0,
"REDIAG","VAGTER","REDIAG",0,1,0,,,,0,0,0,
"REMREA","ABORT","REMREA",0,1,0,,,,0,0,0,
"REMREA","ACCIDENT","REMREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"REMREA","BADTYPE","REMREA",0,1,0,,,,0,0,0,
"REMREA","BEHAV","REMREA",0,1,0,,,,0,0,0,
"REMREA","BLINDQ","REMREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"REMREA","BLOATREM","REMREA",0,1,0,,,,0,0,0,
"REMREA","BRUCELLOSISCULL","REMREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"REMREA","CANCER","REMREA",0,1,0,,,,0,0,0,
"REMREA","DAIRY","REMREA",0,1,0,,,,0,0,0,
"REMREA","DIFCLV","REMREA",0,1,0,,,,0,0,0,
"REMREA","EBL","REMREA",0,1,0,"13082000 GRA Added",,,0,0,0,
"REMREA","ECZEMA","REMREA",0,1,0,,,,0,0,0,
"REMREA","FORBEEF","REMREA",0,1,0,,,,0,0,0,
"REMREA","FTC","REMREA",0,1,0,,,,0,0,0,
"REMREA","GSTAG","REMREA",0,1,0,,,,0,0,0,
"REMREA","HIGHCELL","REMREA",0,1,0,,,,0,0,0,
"REMREA","JOHNES","REMREA",0,1,0,,,,0,0,0,
"REMREA","LAMEREM","REMREA",0,1,0,,,,0,0,0,
"REMREA","LATECA","REMREA",0,1,0,,,,0,0,0,
"REMREA","LEPTOCULL","REMREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"REMREA","LIMITSIZE","REMREA",0,1,0,,,,0,0,0,
"REMREA","LOWPRD","REMREA",0,1,0,,,,0,0,0,
"REMREA","MASTREM","REMREA",0,1,0,,,,0,0,0,
"REMREA","MLKFEV","REMREA",0,1,0,,,,0,0,0,
"REMREA","NOTPREGNANT","REMREA",0,1,0,,,,0,0,0,
"REMREA","OLDAGE","REMREA",0,1,0,,,,0,0,0,
"REMREA","OTHERC","REMREA",0,1,0,,,,0,0,0,
