treatKey,cowKey,treatDate,treatType,VF,reason,diseaseKey,comment,Cost,EventCode,EventKey,StartTime,TechnicianID,EndDate,EndTime,AdminMethodCode,DoseAmount,DoseUOMCode,TreatOnce,DoseFrequency,DosePeriodCode,DoseCount,TreatmentRegime,WithholdPeriodMilk,WithholdPeriodMeat,MilkOverrideAmount,MeatOverrideAmount,TechnicianWithheldID,DateCreated,WitholdingPeriod
180,116,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
181,116,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
182,116,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
183,116,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
184,117,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
185,117,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
186,117,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
187,117,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
188,118,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
189,119,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
190,119,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
191,119,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
192,119,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
193,120,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
194,120,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
195,120,"12/09/08 00:00:00","T_ANTB","FARMER","PENSA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
196,120,"12/29/08 00:00:00","T_ANTB","FARMER","PENSA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
197,120,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
198,120,"05/16/07 00:00:00","T_ANTB","FARMER","PENSA",,"20ml Mylipen",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
199,121,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
200,121,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
201,121,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
202,122,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
203,122,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
204,122,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
205,122,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
206,123,"06/22/08 00:00:00","T_HORM","VET","PROSTA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
207,123,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
208,123,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
209,123,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
210,123,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
211,123,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
212,123,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
213,124,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
214,124,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
215,124,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
216,124,"04/30/07 00:00:00","T_META","FARMER","CALCUM",,"In skin & vein",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
217,124,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
218,124,"03/24/08 00:00:00","T_CLVI","FARMER","F IND",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
219,124,"02/04/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
220,125,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
221,126,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
222,126,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
223,126,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
224,126,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
225,127,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
226,127,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
227,127,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
228,127,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
229,128,"03/18/08 00:00:00","T_INTR","FARMER","MASTAL",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
230,128,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
231,128,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
232,128,"05/11/07 00:00:00","TTRACE","VET","VITMIN",,"Vit D3 Inj",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
233,128,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
234,128,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
235,129,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
236,129,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
237,129,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
238,129,"05/19/07 00:00:00","TTRACE",,"IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
239,130,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
240,130,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
241,130,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
242,130,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
243,130,"05/19/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
244,131,"06/22/08 00:00:00","T_HORM","VET","PROSTA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
245,131,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
246,131,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
247,131,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
248,131,"05/19/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
249,132,"03/25/08 00:00:00","T_META","FARMER","CALCUM",,"2 bottles",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
250,132,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
251,132,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
252,132,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
253,132,"04/05/07 00:00:00","T_META","FARMER","MAGNES",,"2bottles in skin",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
254,132,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
255,133,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
256,133,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
257,133,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
258,133,"05/19/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
259,134,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
260,134,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
261,134,"01/04/09 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
262,134,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
263,134,"08/20/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
264,134,"08/27/07 00:00:00","T_INTR","FARMER","MASTAL",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
265,134,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
266,135,"06/22/08 00:00:00","T_HORM","VET","PROSTA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
267,135,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
268,135,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
269,135,"02/01/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
270,135,"04/01/07 00:00:00","T_ANTB","FARMER","PENSA",,"20ml Mylipen",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
271,135,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
272,135,"08/27/07 00:00:00","T_INTR","FARMER","MASTAL",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
273,136,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
274,136,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
275,136,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
276,137,"05/21/08 00:00:00","T_ANTB","FARMER","PENSA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
277,137,"05/23/08 00:00:00","T_ANTB","FARMER","PENSA",,"Mylipen",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
278,137,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
279,137,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
280,137,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
281,138,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
282,138,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
283,138,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
284,138,"05/19/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
285,139,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
286,139,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
287,139,"03/26/08 00:00:00","T_META","FARMER","CALCUM",,"1 bottle",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
288,140,"04/05/08 00:00:00","T_META","FARMER","CALCUM",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
289,140,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
290,140,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
291,140,"08/04/08 00:00:00","T_ANTB","VET","PENSA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
292,140,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
293,140,"02/03/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
294,141,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
295,141,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
296,141,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
297,141,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
298,141,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
299,142,"06/22/08 00:00:00","T_HORM","VET","PROSTA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
300,142,"06/26/08 00:00:00","T_HORM","VET","PROSTA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
301,142,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
302,142,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
303,142,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
304,142,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
305,142,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
306,142,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
307,143,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
308,143,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
309,143,"11/03/08 00:00:00","T_ANTB","FARMER","PENSA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
310,143,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
311,144,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
312,144,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
313,144,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
314,144,"02/01/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
315,144,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
316,144,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
317,145,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
318,145,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
319,145,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
320,145,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
321,145,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
322,145,"02/04/07 00:00:00","T_INTR",,"SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
323,146,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
324,146,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
325,146,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
326,146,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
327,147,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
328,147,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
329,147,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
330,147,"02/01/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
331,147,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
332,148,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
333,148,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
334,148,"05/19/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
335,149,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
336,149,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
337,149,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
338,149,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
339,149,"01/24/06 00:00:00","T_ANTB","FARMER","PENSA",,"Mylipen",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
340,150,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
341,150,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
342,150,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
343,150,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
344,150,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
345,150,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
346,151,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
347,151,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
348,151,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
349,151,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
350,151,"03/03/08 00:00:00","T_ANTB","FARMER","PENSA",,"30ml Mylipen",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
351,152,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
352,152,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
353,152,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
354,152,"02/01/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
355,152,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
356,153,"07/26/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
357,153,"08/03/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
358,154,"03/25/08 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
359,154,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
360,154,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
361,154,"10/21/08 00:00:00","T_HORM","FARMER","CIDR",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
