CowKey,Herd,CowExternalKey,LifetimeID,PedigreeNumber,ElectronicID,ElectronicFreq,CowNumber,RemovalDate,BirthDate,BoughtDate,ToCullDate,ToCullReason,LactationNumber,LactNumberEst,BW,BWReliability,Name,Breed,Sire,Dam,DamExternalKey,comment,InitialLactationStatus,InitialDueSire,InitialDueDate,RemovalFate,RemovalReason1,RemovalReason2,RemovalReason3,RemovalComment,StockClass,ABVFat,ABVProtein,ABVMilk,TransferID,PW,PWRel,ExpCalfPW,ExpCalfPWRel,ExpCalfBW,ExpCalfBWRel,WithholdStatus,MilkHoldDate,MeatHoldDate,DCTStatus
114,"9/9999",7264586,"ABCD-87-114",,,,"       106","02/28/09 00:00:00","04/01/02 00:00:00",,,,6,0,,,"ORANGE - 114","F8    ",,,,,,,,"DIED","MLKFEV",,,,"COW",,,,,,,,,,,,,,
115,"9/9999",4799664,"ABCD-85-1",,,,"       107","02/28/09 00:00:00","08/04/00 00:00:00",,,,6,0,,,"RED - 1","F     ","77209","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
116,"9/9999",4799538,"ABCD-85-62",,,,"       110","02/28/09 00:00:00","05/08/00 00:00:00",,,,7,0,,,"GREEN - 62","A8 F8 ","62","220052",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
117,"9/9999",8148024,"ABCD-90-40",,,,"       119","02/28/09 00:00:00","03/18/05 00:00:00",,,,2,0,,,,"F10J2 ","83283","ABCD84/8475",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
118,"9/9999",8148029,"ABCD-90-20",,,,"       124","05/17/08 00:00:00","03/11/05 00:00:00",,,,2,0,,,,"F     ","83283","ABCD-86-22",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
119,"9/9999",4799530,"ABCD-85-6",,,,"       126","02/28/09 00:00:00","08/08/00 00:00:00",,,,6,0,,,"RED - 6","F     ","80268","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
120,"9/9999",2695965,"9/9999/83/8350",,,,"       137","02/28/09 00:00:00","03/22/98 00:00:00",,,,9,0,,,"PURPLE - 50","F     ","77200","243296",,,,,,"CULLED","LAMEREM",,,,"COW",,,,,,,,,,,,,,
121,"9/9999",4799692,"ABCD-85-13",,,,"       146","07/22/08 00:00:00","08/17/00 00:00:00",,,,6,0,,,"RED - 13","F     ","76226","9/9999/DAISY",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
122,"9/9999",7304630,"ABCD-89-7",,,,"       150","02/28/09 00:00:00","03/06/04 00:00:00",,,,3,0,,,,"F     ","83209","9/9999/DAISY",,,,,,"CULLED","ABORT","FTC",,,"COW",,,,,,,,,,,,,,
123,"9/9999",7304605,"ABCD-89-4",,,,"       156","02/28/09 00:00:00","03/06/04 00:00:00",,,,3,0,,,,"F     ","83283","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
124,"9/9999",2447553,"9/9999/82/825",,,,"       163","02/28/09 00:00:00","08/09/97 00:00:00",,,,8,0,,,"PURPLE - 5","F     ","77228",,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
125,"9/9999",8148025,"ABCD-90-22",,,,"       176","05/17/08 00:00:00","03/11/05 00:00:00",,,,2,0,,,,"F12   ","84284","ABCD84/8414",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
126,"9/9999",8148023,"ABCD-90-30",,,,"       180","02/28/09 00:00:00","03/13/05 00:00:00",,,,2,0,,,,"F     ","84284","ABCD-86-18",,,,,,"DIED","UNKNWN",,,,"COW",,,,,,,,,,,,,,
127,"9/9999",4799569,"ABCD-85-32",,,,"       188","02/28/09 00:00:00","09/01/00 00:00:00",,,,6,0,,,"RED - 32","F     ","76264","208302",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
128,"9/9999",1544946,"9/9999/77/77111",,,,"       203","02/28/09 00:00:00","08/22/92 00:00:00",,,,8,0,,,"WHITE - 111","F     ",,,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
129,"9/9999",8148013,"ABCD-90-17",,,,"       215","02/28/09 00:00:00","03/11/05 00:00:00",,,,2,0,,,,"F     ","84223","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
130,"9/9999",8979994,"ABCD-91-46",,,,"       218","02/28/09 00:00:00","03/22/06 00:00:00",,,,1,0,,,,"F     ","84264","9/9999/DAISY",2950206,,"DRY",,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
131,"9/9999",8999090,"ABCD-91-66",,,,"       220","02/28/09 00:00:00","04/19/06 00:00:00",,,,1,0,,,,"F12   ","85273","9/9999/DAISY",2695933,,"DRY",,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
132,"9/9999",5954353,"ABCD-85-64",,,,"       225","02/28/09 00:00:00","09/02/00 00:00:00",,,,6,0,,,"RED - 64","F     ","78249","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
133,"9/9999",8979995,"ABCD-91-62",,,,"       235","02/28/09 00:00:00","04/07/06 00:00:00",,,,1,0,,,,"F     ","83283","ABCD-85-6",4799530,,"DRY",,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
134,"9/9999",4799612,"ABCD-85-67",,,,"       236","02/28/09 00:00:00","09/22/00 00:00:00",,,,6,0,,,"RED - 67","F8    ",,"9/9999/DAISY",,,,,,"CULLED","ABORT","FTC",,,"COW",,,,,,,,,,,,,,
135,"9/9999",3732353,"9/9999/82/829",,,,"       247","02/28/09 00:00:00","08/14/97 00:00:00",,"02/01/09 00:00:00","NOTPREGNANT",8,0,,,"PURPLE - 9","F     ","77209",,,,,,,"CULLED","NOTPREGNANT","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
136,"9/9999",5523743,"ABCD-86-9",,,,"       249","02/28/09 00:00:00","04/06/01 00:00:00",,,,7,0,,,"YELLOW - 9","F     ","80243","293324",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
137,"9/9999",5523711,"ABCD-86-14",,,,"       253","07/22/08 00:00:00","04/12/01 00:00:00",,,,6,0,,,"YELLOW - 14","F     ","77209","9/9999/DAISY",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
138,"9/9999",8979991,"ABCD-91-65",,,,"       269","03/07/09 00:00:00","04/12/06 00:00:00",,,,1,0,,,,"F     ","83283","9/9999/DAISY",2028282,,"DRY",,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
139,"9/9999",5290484,"5/6585/84/8432",,,,"       270","05/17/08 00:00:00","07/29/99 00:00:00",,,,7,0,,,"GREEN - 84","F     ","74230","ABCD80/8027",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
140,"9/9999",2957932,"5/6585/84/8447",,,,"       282","08/06/08 00:00:00","08/04/99 00:00:00",,,,7,0,,,"GREEN - 47","F8    ","608746","ABCD82/8219",,,,,,"DIED","UNKNWN",,,,"COW",,,,,,,,,,,,,,
141,"9/9999",5522366,"ABCD-86-22",,,,"       288","02/28/09 00:00:00","04/25/01 00:00:00",,,,6,0,,,"YELLOW - 22","F     ","77209","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
142,"9/9999",8185873,"ABCD-90-70",,,,"        64","02/28/09 00:00:00","04/20/05 00:00:00",,,,2,0,,,,"F     ","84264","ABCD-86-8",,,,,,"SOLD","FTC",,,,"COW",,,,,,,,,,,,,,
143,"9/9999",2695933,"9/9999/83/8317",,,,"        71","02/28/09 00:00:00","03/04/98 00:00:00",,,,8,0,,,"WHITE - 17","F8    ","77209","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
144,"9/9999",8166479,"ABCD-90-61",,,,"        72","02/28/09 00:00:00","04/10/05 00:00:00",,,,2,0,,,,"F     ","83256","ABCD-86-74",,,,,,"SOLD","FTC",,,,"COW",,,,,,,,,,,,,,
145,"9/9999",7304604,"ABCD-89-39",,,,"        82","06/16/09 00:00:00","04/09/04 00:00:00",,,,3,0,,,,"F     ","83256","9/9999/DAISY",,,,,,"SOLD","FTC",,,,"COW",,,,,,,,,,,,,,
146,"9/9999",7304590,"ABCD-89-40",,,,"        94","02/28/09 00:00:00","04/11/04 00:00:00",,,,3,0,,,,"F     ","83274","9/9999/DAISY",,,,,,"SOLD","FTC",,,,"COW",,,,,,,,,,,,,,
147,"9/9999",8148021,"ABCD-90-5",,,,"       122","02/28/09 00:00:00","03/05/05 00:00:00",,,,2,0,,,,"F12   ","84223","ABCD-85-69",,,,,,"SOLD","FTC",,,,"COW",,,,,,,,,,,,,,
148,"9/9999",8962991,"ABCD-91-45",,,,"       135","02/28/09 00:00:00","03/21/06 00:00:00",,,,1,0,,,,"F     ","85210","ABCD-85-64",5954353,,"DRY",,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
149,"9/9999",6740965,"ABCD-88-25",,,,"       139","02/28/09 00:00:00","04/27/03 00:00:00",,,,5,0,,,"BLUE - 25","F12   ","80241","ABCD-85-36",,,,,,"SOLD","FTC",,,,"COW",,,,,,,,,,,,,,
150,"9/9999",8235786,"ABCD-89-33",,,,"       140","02/28/09 00:00:00","08/01/04 00:00:00",,,,3,0,,,,"X8    ",,,,,,,,"SOLD","FTC",,,,"COW",,,,,,,,,,,,,,
151,"9/9999",7304587,"ABCD-89-15",,,,"       141","06/15/09 00:00:00","03/10/04 00:00:00",,,,3,0,,,,"F     ","83209","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
152,"9/9999",8185872,"ABCD-90-63",,,,"       154","02/28/09 00:00:00","04/15/05 00:00:00",,,,2,0,,,,"F12   ","83256","ABCD-85-67",,,,,,"SOLD","FTC",,,,"COW",,,,,,,,,,,,,,
153,"9/9999",9757293,"ABCD-92-28",,,,"       160","02/28/09 00:00:00","03/11/07 00:00:00",,,,,0,,,,"F12   ","86279","9/9999/DAISY",,,"DRY",,,"CULLED","FTC",,,,"HEIFER",,,,,,,,,,,,,,
154,"9/9999",7304592,"ABCD-89-16",,,,"       164","02/28/09 00:00:00","03/10/04 00:00:00",,,,3,0,,,,"F     ","81221","ABCD-86-6",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
155,"9/9999",4799470,"ABCD-85-19",,,,"       165","06/15/09 00:00:00","08/24/00 00:00:00",,,,6,0,,,"RED - 19","F     ","80241","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
156,"9/9999",4799474,"ABCD-85-20",,,,"       168","06/15/09 00:00:00","08/25/00 00:00:00",,,,6,0,,,"RED - 20","F8    ",,"9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
157,"9/9999",8961332,"ABCD-91-22",,,,"       200","02/28/09 00:00:00","03/13/06 00:00:00",,,,1,0,,,,"F     ","85210","ABCD-86-19",5523754,,"DRY",,,"SOLD","FTC",,,,"COW",,,,,,,,,,,,,,
158,"9/9999",2447568,"9/9999/82/8220",,,,"       205","06/15/09 00:00:00","08/24/97 00:00:00",,,,8,0,,,"PURPLE - 20","F     ","76264",,,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
159,"9/9999",8961309,"ABCD-91-19",,,,"       209","06/15/09 00:00:00","03/11/06 00:00:00",,,,1,0,,,,"F     ","85210","ABCD-88-18",6740982,,"DRY",,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
160,"9/9999",2950177,"9/9999/84/8429",,,,"       238","06/15/09 00:00:00","08/29/99 00:00:00",,,,7,0,,,"GREEN - 29","F8    ",,"9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
161,"9/9999",2950183,"9/9999/84/8435",,,,"       252","06/15/09 00:00:00","09/06/99 00:00:00",,,,7,0,,,"GREEN - 35","F     ",,"9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
162,"9/9999",9757292,"ABCD-92-26",,,,"       263","02/28/09 00:00:00","03/11/07 00:00:00",,,,,0,,,,"F8    ",,"ABCD-90-37",,,"DRY",,,"CULLED","FTC",,,,"HEIFER",,,,,,,,,,,,,,
163,"9/9999",8961304,"ABCD-91-11",,,,"       266","06/16/09 00:00:00","03/05/06 00:00:00",,,,1,0,,,,"F12   ","84264","9/9999/DAISY",6000622,,"DRY",,,"SOLD","FTC",,,,"COW",,,,,,,,,,,,,,
164,"9/9999",8148006,"ABCD-90-16",,,,"       293","02/28/09 00:00:00","03/11/05 00:00:00",,,,2,0,,,,"F12J4 ","84284","CCLG-86-71",,,,,,"SOLD","FTC",,,,"COW",,,,,,,,,,,,,,
165,"9/9999",5522392,"ABCD-86-56",,,,"       108","03/15/07 00:00:00","08/30/01 00:00:00",,,,4,0,,,"YELLOW - 56","F     ","81221","9/9999/DAISY",,,,,,"CULLED","TB",,,,"COW",,,,,,,,,,,,,,
166,"9/9999",9738794,"BYQD-92-4",,,,"         1","01/11/10 00:00:00","03/01/07 00:00:00",,,,1,0,,,"WILLOWMERE PRES LARA","F  PED","83283","BYQD-90-11",8155298,,,,,"SOLD","ABORT","MASTREM",,,"COW",,,,,,,,,,,,,,
167,"9/9999",7264546,"ABCD-87-2",,,,"         2","12/29/09 00:00:00","03/22/02 00:00:00",,,,6,0,,,"ORANGE - 2","F     ","79274","9/9999/DAISY",,,,,,"SOLD","UNKNWN",,,,"COW",,,,,,,,,,,,,,
168,"9/9999",9757339,"ABCD-92-44",,,,"         3","08/31/11 00:00:00","03/20/07 00:00:00",,,,3,0,22,55,,"F     ","85273","ABCD-86-18",,,"DRY",,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
169,"9/9999",8148017,"ABCD-90-34",,,,"         6","12/29/09 00:00:00","03/15/05 00:00:00",,,,3,0,,,,"F     ","83256","9/9999/DAISY",,,,,,"SOLD","UNKNWN",,,,"COW",,,,,,,,,,,,,,
170,"9/9999",9757316,"ABCD-92-30",,,,"         9","06/13/10 00:00:00","03/14/07 00:00:00",,,,2,0,6,51,,"F     ","85273","9/9999/DAISY",,,"DRY",,,"CULLED","BADTYPE",,,,"COW",,,,,,,,,,,,,,
171,"9/9999",8961305,"ABCD-91-37",,,,"        10","07/22/11 00:00:00","03/19/06 00:00:00",,,,4,0,16,56,,"F     ","85203","ABCD-85-49",4799555,,"DRY",,,"CULLED","LOWPRD","HI CEL","UDR BD",,"COW",,,,,,,,,,,,,,
172,"9/9999",8961325,"ABCD-91-20",,,,"        11","01/12/10 00:00:00","03/12/06 00:00:00",,,,2,0,,,,"F     ","85210","9/9999/DAISY",2950162,,"DRY",,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
173,"9/9999",8147997,"ABCD-90-11",,,,"        12","01/12/10 00:00:00","03/08/05 00:00:00",,,,3,0,,,,"F     ","83283","ABCD-88-9",,,,,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
174,"9/9999",9757331,"ABCD-92-61",,,,"        14","08/31/11 00:00:00","04/01/07 00:00:00",,,,3,0,19,56,,"F     ","85203","9/9999/DAISY",,,"DRY",,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
175,"9/9999",8961328,"ABCD-91-31",,,,"        15","03/01/11 00:00:00","03/17/06 00:00:00",,,,3,0,31,54,,"F12   ","83283","9/9999/DAISY",2950177,,"DRY",,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
176,"9/9999",6740974,"ABCD-88-7",,,,"        19","01/12/10 00:00:00","03/25/03 00:00:00",,,,5,0,,,"BLUE -7","F12   ","80224","ABCD-85-54",,,,,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
177,"9/9999",5523737,"ABCD-86-6",,,,"        20","01/12/10 00:00:00","04/03/01 00:00:00",,,,7,0,,,"YELLOW - 6","F     ","79274","9/9999/DAISY",,,,,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
178,"9/9999",5522294,"ABCD-86-37",,,,"        21","02/26/11 00:00:00","08/07/01 00:00:00",,,,7,0,8,53,"YELLOW - 37","F     ","81221","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
179,"9/9999",8961316,"ABCD-91-12",,,,"        22","12/29/09 00:00:00","03/05/06 00:00:00",,,,2,0,,,,"F     ","85225","9/9999/DAISY",4799488,,"DRY",,,"SOLD","UNKNWN",,,,"COW",,,,,,,,,,,,,,
180,"9/9999",8979992,"ABCD-91-51",,,,"        24","02/01/11 00:00:00","03/27/06 00:00:00",,,,3,0,39,44,,"F6    ",,"ABCD-89-6",7304594,,"DRY",,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
181,"9/9999",9757342,"ABCD-92-63",,,,"        25","03/01/11 00:00:00","04/02/07 00:00:00",,,,2,0,36,52,,"F     ","83283","9/9999/DAISY",,,"DRY",,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
182,"9/9999",,,,,,"        26","03/01/11 00:00:00","04/03/07 00:00:00",,,,2,0,60,53,,"F     ","85203","9/9999/DAISY",,,"DRY",,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
183,"9/9999",4799661,"ABCD-85-42",,,,"        27","01/12/10 00:00:00","03/05/00 00:00:00",,,,8,0,,,"GREEN - 42","F8    ",,"293329",,,,,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
184,"9/9999",7264554,"ABCD-87-11",,,,"        28","12/29/09 00:00:00","04/05/02 00:00:00",,,,6,0,,,"ORANGE - 11","F     ","81221","9/9999/DAISY",,,,,,"SOLD","UNKNWN",,,,"COW",,,,,,,,,,,,,,
185,"9/9999",7264555,"ABCD-87-12",,,,"        29","12/29/09 00:00:00","04/05/02 00:00:00",,,,6,0,,,"ORANGE - 12","F     ","80241","269908",,,,,,"SOLD","UNKNWN",,,,"COW",,,,,,,,,,,,,,
186,"9/9999",7264556,"ABCD-87-13",,,,"        31","05/15/11 00:00:00","04/06/02 00:00:00",,,,7,0,,,"ORANGE - 13","F12X4 ","80266","9/9999/DAISY",,,,,,"CULLED","UDR BD",,,,"COW",,,,,,,,,,,,,,
187,"9/9999",7304659,"ABCD-89-10",,,,"        35","12/03/10 00:00:00","03/07/04 00:00:00",,,,5,0,21,57,,"F12   ","83283","ABCD84/8447",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
188,"9/9999",8147996,"ABCD-90-14",,,,"        36","07/29/11 00:00:00","03/09/05 00:00:00",,,,5,0,40,57,,"F     ","83283","ABCD-87-18",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
189,"9/9999",7264559,"ABCD-87-18",,,,"        37","01/12/10 00:00:00","04/18/02 00:00:00",,,,6,0,,,"ORANGE - 18","F     ","81221","9/9999/DAISY",,,,,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
190,"9/9999",6740999,"ABCD-88-9",,,,"        38","02/07/09 00:00:00","03/26/03 00:00:00",,,,4,0,,,"BLUE - 9","F     ","80224","9/9999/DAISY",,,,,,"DIED","UNKNWN",,,,"COW",,,,,,,,,,,,,,
191,"9/9999",8148008,"ABCD-90-19",,,,"        40","07/29/11 00:00:00","03/11/05 00:00:00",,,,5,0,27,49,,"F     ","84223","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
192,"9/9999",8962990,"ABCD-91-44",,,,"        42","02/01/11 00:00:00","03/21/06 00:00:00",,,,3,0,31,55,,"F     ","85210","9/9999/DAISY",1544946,,"DRY",,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
193,"9/9999",9757300,"ABCD-92-62",,,,"        43","02/26/11 00:00:00","03/31/07 00:00:00",,,,2,0,31,54,,"F     ","85273","ABCD-86-61",,,"DRY",,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
194,"9/9999",9757299,"ABCD-92-69",,,,"        45","03/13/11 00:00:00","04/07/07 00:00:00",,,,2,0,17,55,,"F     ","83283","9/9999/DAISY",,,"DRY",,,"DIED","G STAG",,,,"COW",,,,,,,,,,,,,,
195,"9/9999",9738540,"ABCD-90-75",,,,"        48","12/03/10 00:00:00","08/01/05 00:00:00",,,,4,0,22,44,,"F6 X2 ",,"ABCD84/8476",,,"DRY",,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
196,"9/9999",8961313,"ABCD-91-39",,,,"        49","03/01/11 00:00:00","03/20/06 00:00:00",,,,3,0,45,58,,"F     ","84264","CCLG-86-70",5596009,,"DRY",,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
197,"9/9999",8164252,"FNKP-90-14",,,,"        51","03/01/11 00:00:00","04/01/05 00:00:00",,,,4,0,35,43,,"F12   ","84284","BCDE-87-57",,,"DRY",,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
198,"9/9999",9757302,"ABCD-92-40",,,,"        53","01/12/10 00:00:00","03/18/07 00:00:00",,,,1,0,,,,"F     ","85273","9/9999/DAISY",,,"DRY",,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
199,"9/9999",8148009,"ABCD-90-37",,,,"        55","03/01/11 00:00:00","03/16/05 00:00:00",,,,4,0,7,58,,"F     ","84284","ABCD-85-4",,,,,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
200,"9/9999",8147990,"ABCD-90-7",,,,"        58","03/01/11 00:00:00","03/06/05 00:00:00",,,,4,0,24,55,,"F     ","83202","ABCD-88-7",,,,,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
201,"9/9999",8166483,"ABCD-90-50",,,,"        59","03/01/11 00:00:00","03/26/05 00:00:00",,,,4,0,28,53,,"F     ","84264","9/9999/DAISY",,,,,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
202,"9/9999",9757285,"ABCD-92-20",,,,"        60","02/01/11 00:00:00","03/08/07 00:00:00",,,,2,0,25,55,,"F     ","84264","ABCD-88-9",,,"DRY",,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
203,"9/9999",9757279,"ABCD-92-54",,,,"        61","02/01/11 00:00:00","03/26/07 00:00:00",,,,2,0,-4,55,,"F     ","83283","ABCD-86-6",,,"DRY",,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
204,"9/9999",9738539,"ABCD-90-74",,,,"        63","06/13/10 00:00:00","08/01/05 00:00:00",,,,4,0,33,43,,"F6 X2 ",,"ABCD84/8476",,,"DRY",,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
205,"9/9999",9757298,"ABCD-92-6",,,,"        67","02/01/11 00:00:00","03/04/07 00:00:00",,,,2,0,15,52,,"F12   ","86279","ABCD-87-89",,,"DRY",,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
206,"9/9999",6740972,"ABCD-88-17",,,,"        70","01/12/10 00:00:00","04/04/03 00:00:00",,,,5,0,,,"BLUE - 17","F     ","82279","9/9999/DAISY",,,,,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
207,"9/9999",7264569,"ABCD-87-89",,,,"        73","01/11/10 00:00:00","04/01/02 00:00:00",,,,6,0,,,"ORANGE - 89","F8    ",,,,,,,,"SOLD","ABORT","MASTREM",,,"COW",,,,,,,,,,,,,,
208,"9/9999",5522414,"ABCD-86-61",,,,"        76","01/12/10 00:00:00","09/11/01 00:00:00",,,,6,0,,,"YELLOW - 61","F     ","76264","9/9999/DAISY",,,,,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
209,"9/9999",5166657,"9/9999/84/8452",,,,"        78","12/29/09 00:00:00","05/05/99 00:00:00",,,,9,0,,,"WHITE - 52","F     ",,"234026",,,,,,"SOLD","UNKNWN",,,,"COW",,,,,,,,,,,,,,
210,"9/9999",8166487,"ABCD-90-44",,,,"        79","08/31/11 00:00:00","03/21/05 00:00:00",,,,5,0,6,59,,"F12   ","84284","ABCD84/8422",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
211,"9/9999",5290474,"9/9999/84/8477",,,,"        80","01/12/10 00:00:00","08/01/99 00:00:00",,,,8,0,,,"GREEN - 77","F     ",,,,,,,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
212,"9/9999",2950199,"9/9999/84/8454",,,,"       326","10/10/11 00:00:00","04/24/99 00:00:00",,,,11,0,-25,60,"WHITE - 54","F     ","78229","9/9999/DAISY",,,,,,"CULLED","MASTREM",,,,"COW",,,,,,,,,,,,,,
213,"9/9999",6740982,"ABCD-88-18",,,,"        83","10/10/11 00:00:00","04/14/03 00:00:00",,,,7,0,55,49,"BLUE - 18","F12A4 ","83274","ABCD-85-62",,,,,,"CULLED","LAMEREM","OLDAGE",,,"COW",,,,,,,,,,,,,,
214,"9/9999",7264572,"ABCD-87-101",,,,"        84","01/12/10 00:00:00","04/01/02 00:00:00",,,,6,0,,,"ORANGE - 101","F8    ",,,,,,,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
215,"9/9999",8148011,"ABCD-90-27",,,,"        86","02/01/11 00:00:00","03/12/05 00:00:00",,,,4,0,63,57,,"F     ","83274","9/9999/DAISY",,,,,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
216,"9/9999",5522287,"ABCD-86-64",,,,"       327","10/10/11 00:00:00","09/12/01 00:00:00",,,,8,0,17,56,"YELLOW - 64","F     ","80268","9/9999/DAISY",,,,,,"CULLED","MASTREM",,,,"COW",,,,,,,,,,,,,,
217,"9/9999",5522396,"ABCD-86-65",,,,"        88","08/31/11 00:00:00","09/11/01 00:00:00",,,,8,0,43,62,"YELLOW - 65","F     ","81208","269920",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
218,"9/9999",7304594,"ABCD-89-6",,,,"        91","01/12/10 00:00:00","03/06/04 00:00:00",,,,4,0,,,,"F12   ","83283","ABCD-85-42",,,,,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
219,"9/9999",9757318,"ABCD-92-35",,,,"        92","02/28/09 00:00:00","03/15/07 00:00:00",,,,,0,,,,"F10   ","85273","ABCD-89-1",,,"DRY",,,"CULLED","FTC",,,,"HEIFER",,,,,,,,,,,,,,
220,"9/9999",5596009,"CCLG-86-70",,,,"        98","12/03/10 00:00:00","09/02/01 00:00:00",,,,7,0,36,59,"YELLOW - 70","F     ","81221",,,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
221,"9/9999",8148004,"ABCD-90-43",,,,"        99","12/03/10 00:00:00","03/20/05 00:00:00",,,,4,0,7,55,,"F     ","84284","9/9999/DAISY",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
222,"9/9999",5595292,"CCLG-86-71",,,,"       101","02/26/11 00:00:00","09/09/01 00:00:00",,,,7,0,34,59,"YELLOW - 71","F8 J8 ","81208","5/4968/82/8245",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
223,"9/9999",8961333,"ABCD-91-36",,,,"       104","02/01/11 00:00:00","03/19/06 00:00:00",,,,3,0,50,55,,"F     ","85203","ABCD84/8432",5290484,,"DRY",,,"SOLD","OTHERC",,,,"COW",,,,,,,,,,,,,,
224,"9/9999",5166659,"9/9999/83/8337",,,,"       109","01/12/10 00:00:00","03/03/98 00:00:00",,,,9,0,,,"WHITE - 37","F     ","77264","243300",,,,,,"CULLED","FTC","MASTREM","LOWPRD",,"COW",,,,,,,,,,,,,,
