CowKey,Herd,CowExternalKey,LifetimeID,PedigreeNumber,ElectronicID,RemovalDate,BirthDate,BoughtDate,ToCullDate,LactationNumber,LactNumberEst,BW,BWReliability,Name,Breed,Sire,Dam,DamExternalKey,comment,InitialLactationStatus,InitialDueSire,InitialDueDate,RemovalFate,RemovalReason1,RemovalReason2,RemovalReason3,RemovalComment,StockClass,ABVFat,ABVProtein,ABVMilk,TransferID,PW,CowNumber,PWRel,ExpCalfPW,ExpCalfPWRel
141,2669680,14770503,JKRP-97-38,,,1/05/1999,17/08/1997,,,,FALSE,40,37,,F,662246,XVX-91-58        ,9637461,,,,,DIED,UNKNWN,,,,CALF,,,,,,97038,,,
142,2669680,14770504,JKRP-97-5,,,,5/08/1997,,,1,FALSE,36,43,,F,662300,XVX-88-52        ,8127109,,,,,,,,,,COW,,,,,32.7,7,48.8,63.9,18.1
143,2669680,14770505,JKRP-97-30,,,,10/08/1997,,,1,FALSE,21,39,,F,663576,XVX-92-26        ,10489342,,,,,,,,,,COW,,,,,16.6,97,52.2,61.1,13.2
144,2669680,14770506,JKRP-97-54,,,,27/08/1997,,,1,FALSE,21,43,,F,662642,XVX-91-12        ,9637457,,,,,,,,,,COW,,,,,43.2,160,49.1,50.1,10.4
145,2669680,14770507,JKRP-97-48,,,,27/08/1997,,,1,FALSE,45,44,,F,663333,XVX-87-11        ,8127752,,,,,,,,,,COW,,,,,57.5,142,53.4,81.6,13.1
146,2669680,14770508,JKRP-97-12,,,27/07/1998,6/08/1997,,,,FALSE,38,35,,F,662300,XVX-91-16        ,9637446,,,,,Died,UNKNWN,,,,CALF,,,,,,97012,,,
147,2669680,15172821,JKRP-97-45,,,,26/08/1997,,,1,FALSE,30,42,,F11J1,63684,XVX-89-48        ,8127116,,,,,,,,,,COW,,,,,45.7,135,45.9,59.2,10.3
148,2669680,12335202,XVX-94-53,,,24/06/1996,1/09/1994,,,,FALSE,39,45,,F,662224,XVX-88-52        ,8127109,,,,,SOLD,,,,,CALF,,,,,,84053,,,
149,2669680,12335203,XVX-94-68,,,24/06/1996,8/09/1994,,,,FALSE,31,47,,F,662224,XVX-85-30        ,4895260,,,,,SOLD,,,,,CALF,,,,,,84068,,,
150,2669680,12761237,XVX-95-50,,,2/06/1996,25/08/1995,,,,FALSE,40,37,,F,63684,XVX-91-4         ,9637458,,,,,SOLD,,,,,CALF,,,,,,85050,,,
151,2669680,12761239,XVX-95-53,,,5/03/1997,21/08/1995,,,,FALSE,33,38,,F12J4,63684,2/17035/84/8413  ,2815251,,,,,SOLD,,,,,CALF,,,,,,85053,,,
152,2669680,12761242,XVX-95-16,,,5/03/1997,16/08/1995,,,,FALSE,38,38,,F,662025,XVX-90-46        ,8882564,,,,,SOLD,,,,,CALF,,,,,,85016,,,
153,2669680,12761244,XVX-95-17,,,8/04/1997,16/08/1995,,,,FALSE,24,37,,F,63622,XVX-92-27        ,10489319,,,,,CULLED,NOTPREGNANT,,,,CALF,,,,,,85017,,,
154,2669680,12761245,XVX-95-10,,,8/04/1997,13/08/1995,,,,FALSE,45,35,,F12J4,662025,XVX-88-72        ,8127193,,,,,CULLED,NOTPREGNANT,,,,CALF,,,,,,85010,,,
155,2669680,12761247,XVX-95-3,,,5/03/1997,10/08/1995,,,,FALSE,12,33,,F,63622,XVX-88-14        ,8127143,,,,,SOLD,,,,,CALF,,,,,,85003,,,
156,2669680,12761248,XVX-95-4,,,5/03/1997,10/08/1995,,,,FALSE,12,33,,F,63622,XVX-88-14        ,8127143,,,,,SOLD,,,,,CALF,,,,,,85004,,,
157,2669680,12761249,XVX-95-22,,,5/03/1997,17/08/1995,,,,FALSE,17,38,,F12J2,63622,XVX-92-42        ,10489337,,,,,SOLD,,,,,CALF,,,,,,85022,,,
158,2669680,12087295,XVX-94-30,,,24/06/1996,22/08/1994,,,,FALSE,64,47,,F8 J4,662224,XVX-89-38        ,8127147,,,,,SOLD,,,,,CALF,,,,,,84030,,,
159,2669680,12087296,XVX-94-28,,,24/06/1996,21/08/1994,,,,FALSE,21,42,,F,662224,XVX-88-39        ,8170667,,,,,SOLD,,,,,CALF,,,,,,84028,,,
160,2669680,12087302,XVX-94-50,,,24/06/1996,29/08/1994,,,,FALSE,36,48,,F12J4,662224,XVX-86-47        ,5705139,,,,,SOLD,,,,,CALF,,,,,,84050,,,
161,2669680,12087298,XVX-94-31,,,24/06/1996,22/08/1994,,,,FALSE,28,43,,F8 J4,63895,XVX-89-23        ,8127144,,,,,SOLD,,,,,CALF,,,,,,84031,,,
162,2669680,12087311,XVX-94-18,,,24/06/1996,15/08/1994,,,,FALSE,12,47,,F,63714,XVX-91-2         ,9637465,,,,,SOLD,,,,,CALF,,,,,,84018,,,
163,2669680,12087303,XVX-94-73,,,24/06/1996,15/09/1994,,,,FALSE,23,43,,F8 J4,63684,XVX-89-40        ,8127110,,,,,SOLD,,,,,CALF,,,,,,84073,,,
164,2669680,12087307,XVX-94-57,,,24/06/1996,2/09/1994,,,,FALSE,34,46,,F10J2,662224,XVX-89-16        ,8127086,,,,,SOLD,,,,,CALF,,,,,,84057,,,
165,2669680,12087309,XVX-94-11,,,24/06/1996,14/08/1994,,,,FALSE,21,47,,F,63684,XVX-91-31        ,9641092,,,,,SOLD,,,,,CALF,,,,,,84011,,,
166,2669680,12087315,XVX-94-2,,,24/06/1996,8/08/1994,,,,FALSE,9,45,,F,63714,XVX-88-43        ,8127201,,,,,SOLD,,,,,CALF,,,,,,84002,,,
167,2669680,12087316,XVX-94-62,,,2/06/1996,6/09/1994,,,,FALSE,,,,F,662224,XVX-88-38        ,8127140,,,,,SOLD,,,,,CALF,,,,,,84062,,,
168,2669680,12087317,XVX-94-17,,,24/06/1996,15/08/1994,,,,FALSE,36,43,,F,63684,XVX-88-8         ,8127205,,,,,SOLD,,,,,CALF,,,,,,84017,,,
169,2669680,12087318,XVX-94-70,,,24/06/1996,10/09/1994,,,1,FALSE,24,43,,F8 J4,63714,XVX-89-55        ,8127185,,,,,SOLD,,,,,COW,,,,,,84070,,,
170,2669680,12087319,XVX-94-42,,,24/06/1996,25/08/1994,,,,FALSE,45,46,,F10J2,662224,XVX-89-35        ,8127133,,,,,SOLD,,,,,CALF,,,,,,84042,,,
171,2669680,12087320,XVX-94-44,,,24/06/1996,25/08/1994,,,,FALSE,30,43,,F10J2,63895,XVX-89-65        ,8127093,,,,,SOLD,,,,,CALF,,,,,,84044,,,
172,2669680,12087322,XVX-94-36,,,24/06/1996,23/08/1994,,,,FALSE,44,46,,F,63895,,4658818,,,,,SOLD,,,,,CALF,,,,,,84036,,,
173,2669680,12087323,XVX-94-66,,,24/06/1996,7/09/1994,,,,FALSE,19,46,,F,63684,XVX-91-42        ,9641089,,,,,SOLD,,,,,CALF,,,,,,84066,,,
174,2669680,12087326,XVX-94-12,,,24/06/1996,14/08/1994,,,,FALSE,33,48,,F,63714,XVX-85-11        ,4895424,,,,,SOLD,,,,,CALF,,,,,,84012,,,
175,2669680,12087328,XVX-94-21,,,24/06/1996,17/08/1994,,,1,FALSE,39,41,,F12,63684,XVX-89-49        ,8127138,,,,,SOLD,,,,,COW,,,,,,84021,,,
176,2669680,12087329,XVX-94-14,,,24/06/1996,14/08/1994,,,,FALSE,5,42,,F12,63684,XVX-89-43        ,8127079,,,,,SOLD,,,,,CALF,,,,,,84014,,,
177,2669680,12087336,XVX-94-6,,,24/06/1996,10/08/1994,,,,FALSE,3,47,,F,63714,XVX-91-52        ,9641097,,,,,SOLD,,,,,CALF,,,,,,84006,,,
178,2669680,12087341,XVX-94-5,,,24/06/1996,10/08/1994,,,,FALSE,23,45,,F,63714,XVX-88-29        ,8127204,,,,,SOLD,,,,,CALF,,,,,,84005,,,
179,2669680,12335184,XVX-94-60,,,24/06/1996,4/09/1994,,,,FALSE,52,48,,F,662224,XVX-87-31        ,8127791,,,,,SOLD,,,,,CALF,,,,,,84060,,,
180,2669680,12335185,XVX-94-56,,,2/06/1996,2/09/1994,,,,FALSE,,,,F11J1,63684,XVX-89-47        ,8127202,,,,,SOLD,,,,,CALF,,,,,,84056,,,
181,2669680,12335186,XVX-94-58,,,24/06/1996,2/09/1994,,,1,FALSE,23,37,,F12J4,63895,2/17035/84/8497  ,2815299,,,,,SOLD,,,,,COW,,,,,,84058,,,
182,2669680,12335187,XVX-94-37,,,2/06/1996,24/08/1994,,,,FALSE,,,,F,63895,XVX-90-20        ,8882606,,,,,SOLD,,,,,CALF,,,,,,84037,,,
183,2669680,12335189,XVX-94-63,,,24/06/1996,6/09/1994,,,,FALSE,26,46,,F,63714,XVX-87-50        ,8127792,,,,,SOLD,,,,,CALF,,,,,,84063,,,
184,2669680,12335190,XVX-94-45,,,24/06/1996,26/08/1994,,,,FALSE,57,48,,F,63895,XVX-91-40        ,9641088,,,,,SOLD,,,,,CALF,,,,,,84045,,,
185,2669680,12335191,XVX-94-61,,,24/06/1996,5/09/1994,,,,FALSE,26,46,,F,662224,XVX-88-6         ,8170658,,,,,SOLD,,,,,CALF,,,,,,84061,,,
186,2669680,12335192,XVX-94-43,,,24/06/1996,25/08/1994,,,,FALSE,29,44,,F8 J4,63895,XVX-89-68        ,8127132,,,,,SOLD,,,,,CALF,,,,,,84043,,,
187,2669680,12335193,XVX-94-59,,,24/06/1996,2/09/1994,,,,FALSE,24,45,,F13J1,662224,XVX-90-31        ,8882604,,,,,SOLD,,,,,CALF,,,,,,84059,,,
188,2669680,12335194,XVX-94-51,,,24/06/1996,1/09/1994,,,,FALSE,43,48,,F,662224,XVX-85-34        ,4895446,,,,,SOLD,,,,,CALF,,,,,,84051,,,
189,2669680,12335195,XVX-94-40,,,24/06/1996,25/08/1994,,,,FALSE,34,45,,F12,63895,XVX-89-17        ,8127191,,,,,SOLD,,,,,CALF,,,,,,84040,,,
190,2669680,12335196,XVX-94-72,,,24/06/1996,16/09/1994,,,,FALSE,40,47,,F,63684,XVX-85-55        ,4895374,,,,,SOLD,,,,,CALF,,,,,,84072,,,
191,2669680,12335198,XVX-94-65,,,24/06/1996,7/09/1994,,,,FALSE,9,46,,F11J1,63714,XVX-89-14        ,8127106,,,,,SOLD,,,,,CALF,,,,,,84065,,,
192,2669680,12335199,XVX-94-49,,,24/06/1996,29/08/1994,,,1,FALSE,23,37,,F,63684,XVX-88-55        ,8170672,,,,,SOLD,,,,,COW,,,,,,84049,,,
193,2669680,12087324,XVX-94-1,,,31/05/1998,4/08/1994,,,2,FALSE,30,48,,F,63714,XVX-90-6         ,8882568,,,,,CULLED,UNKNWN,,,,COW,,,,,,1,,,
194,2669680,12087338,XVX-94-3,,,31/05/1998,9/08/1994,,,2,FALSE,24,46,,F10X2,63684,XVX-89-53        ,8127157,,,,,CULLED,FTC,,,,COW,,,,,,2,,,
195,2669680,11202229,XVX-93-39,,,16/05/1997,23/08/1993,,,2,FALSE,-1,45,,F12J4,63895,XVX-88-12        ,8127081,,,,,CULLED,LOWPRD,,,,COW,,,,,,3,,,
196,2669680,12761283,XVX-95-6,,,,11/08/1995,,,3,FALSE,42,48,,F10J2,662224,XVX-89-54        ,8127184,,,,,,,,,,COW,,,,,78.9,3,67.5,,
197,2669680,12087294,XVX-94-4,,,5/05/1997,9/08/1994,,,1,FALSE,74,41,,F8 J4,63684,XVX-89-11        ,8127178,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,4,,,
198,2669680,12761241,XVX-95-7,,,3/10/1997,13/08/1995,,,,FALSE,51,34,,F8 J4,662025,XVX-89-30        ,8127154,,,,,SOLD,,,,,CALF,,,,,,4,,,
199,2669680,12761303,XVX-95-15,,,4/12/1997,16/08/1995,,,1,FALSE,51,38,,F,662025,XVX-92-31        ,10489329,,,,,SOLD,,,,,COW,,,,,,5,,,
200,2669680,8127178,XVX-89-11,,,26/08/1996,19/08/1989,,,5,FALSE,66,39,,J8,62325,2/17035/84/8483  ,2815286,,,,,DIED,OTHER,,,,COW,,,,,,5,,,
201,2669680,8127162,XVX-88-20,,,16/05/1997,12/08/1988,,,7,FALSE,12,33,,F12J4,62888,,4217558,,,,,CULLED,LAMEREM,,,,COW,,,,,,6,,,
202,2669680,12761276,XVX-95-19,,,31/05/1998,17/08/1995,,,1,FALSE,48,44,,F,662025,XVX-92-15        ,10489353,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,6,,,
203,2669680,9637453,XVX-91-6,,,31/05/1998,12/08/1991,,,5,FALSE,48,50,,F12J4,63366,XVX-87-46        ,8127757,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,7,,,
204,2669680,8127147,XVX-89-38,,,,27/08/1989,,,9,FALSE,41,48,,J8,62325,XVX-86-7         ,5705104,,,,,,,,,,COW,,,,,70.2,8,78.9,,
205,2669680,8882608,XVX-90-15,,,,21/08/1990,,,8,FALSE,27,50,,F,63206,,4530888,,,,,CULLED,MLKFEV,,,,COW,,,,,56.6,9,78.6,,
206,2669680,8170667,XVX-88-39,,,16/05/1997,27/08/1988,,,7,FALSE,2,41,,F12J4,62325,,4217590,,,,,CULLED,INJURY,,,,COW,,,,,,10,,,
207,2669680,12761285,XVX-95-23,,,,18/08/1995,,,3,FALSE,35,37,,F12J4,662025,XVX-87-19        ,8127765,,,,,,,,,,COW,,,,,64.8,10,67.6,73.6,12.9
208,2669680,12087310,XVX-94-8,,,,12/08/1994,,,4,FALSE,26,38,,F12J4,63895,XVX-90-33        ,8882590,,,,,,,,,,COW,,,,,48.8,11,71.5,,
209,2669680,9637458,XVX-91-4,,,,10/08/1991,,,7,FALSE,21,52,,F,63202,2/17035/84/8484  ,2815287,,,,,CULLED,CANCER,,,,COW,,,,,40,12,79.7,63.4,14.2
210,2669680,10489305,XVX-92-17,,,30/04/1999,14/08/1992,,,5,FALSE,18,51,,F12J4,63773,XVX-88-32        ,8170664,,,,,CULLED,UDR BD,,,,COW,,,,,,13,,,
211,2669680,10489347,XVX-92-8,,,,7/08/1992,,,6,FALSE,3,53,,F,63202,XVX-86-44        ,5705229,,,,,,,,,,COW,,,,,3.1,14,78.7,75.1,19.1
212,2669680,8127122,XVX-89-51,,,,2/09/1989,,,9,FALSE,10,43,,J8,62325,XVX-85-32        ,4895628,,,,,,,,,,COW,,,,,-3.2,15,78.9,,
213,2669680,9637463,XVX-91-33,,,10/09/1998,21/08/1991,,,5,FALSE,15,50,,F,63071,XVX-86-40        ,5705119,,,,,CULLED,MASTREM,,,,COW,,,,,,16,,,
214,2669680,9637441,XVX-91-27,,,15/03/1999,21/08/1991,,,6,FALSE,8,49,,F,63202,,4553286, ,,,,CULLED,OLDAGE,LOWPRD,,,COW,,,,,,321,,,
215,2669680,12087334,XVX-94-9,,,20/05/1999,13/08/1994,,,3,FALSE,13,51,,F,63895,XVX-91-49        ,9637459, ,,,,CULLED,NOTPREGNANT,,,,COW,,,,,-13.9,322,69.9,,
216,2669680,11202241,XVX-93-49,,,,26/08/1993,,,5,FALSE,14,51,,F,662244,XVX-88-55        ,8170672,,,,,,,,,,COW,,,,,11.9,19,76.4,,
217,2669680,12087333,XVX-94-10,,,15/03/1999,13/08/1994,,,3,FALSE,15,50,,F,63895,XVX-91-49        ,9637459,,,,,CULLED,UDR BD,,,,COW,,,,,,20,,,
218,2669680,12087335,XVX-94-13,,,,14/08/1994,,,4,FALSE,77,53,,F,63684,XVX-87-17        ,8127762,,,,,,,,,,COW,,,,,152.5,21,72.6,91.1,11.6
219,2669680,11202217,XVX-93-37,,,16/05/1997,22/08/1993,,,2,FALSE,-7,47,,F,63622,XVX-86-56        ,5705106,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,22,,,
220,2669680,12761274,XVX-95-25,,,,19/08/1995,,,3,FALSE,41,49,,F,63684,XVX-88-2         ,8127130,,,,,,,,,,COW,,,,,54.6,22,67.8,81.7,17.9
221,2669680,12761265,XVX-95-27,,,,19/08/1995,,,3,FALSE,60,49,,F10J2,63684,XVX-89-35        ,8127133,,,,,,,,,,COW,,,,,117.2,23,68.1,114.6,18.5
222,2669680,2815251,2/17035/84/8413,,,4/09/1996,20/08/1984,,,7,FALSE,11,51,DTR OF        NO   8,F8 J8,78229,,,,,,,DIED,OTHER,,,,COW,,,,,,23,,,
223,2669680,8127085,XVX-88-45,,,31/05/1998,30/08/1988,,,8,FALSE,41,42,,F12J4,62888,2/17035/84/845   ,2815243,,,,,CULLED,FTC,,,,COW,,,,,,24,,,
224,2669680,8127154,XVX-89-30,,,,26/08/1989,,,9,FALSE,42,38,,J8,63071,,4217539,,,,,,,,,,COW,,,,,86.9,25,78.2,83.7,9.7
225,2669680,8882594,XVX-90-24,,,,26/08/1990,,,8,FALSE,28,54,,F10J2,84264,XVX-85-12        ,4895183,,,,,,,,,,COW,,,,,18.3,26,79.4,70.8,14.4
226,2669680,8127789,XVX-87-8,,,15/09/1996,27/07/1987,,,8,FALSE,24,45,DTR OF NO 97,F12J4,82236,,4217504,,,,,DIED,MLKFEV,,,,COW,,,,,,27,,,
227,2669680,12761304,XVX-95-29,,,,19/08/1995,,,3,FALSE,51,51,,F,662224,XVX-92-63        ,10489328,,,,,,,,,,COW,,,,,93.9,27,68.9,100.1,17.4
228,2669680,12761271,XVX-95-30,,,,20/08/1995,,,3,FALSE,59,51,,F,662025,XVX-91-50        ,9641080,,,,,,,,,,COW,,,,,94.3,28,69,90.7,14.1
229,2669680,8882564,XVX-90-46,,,5/05/1997,9/09/1990,,,5,FALSE,14,51,,F12J4,63206,2/17035/84/8421  ,2815259,,,,,CULLED,LAMEREM,,,,COW,,,,,,28,,,
230,2669680,5705139,XVX-86-47,,,9/08/1996,25/08/1986,,,7,FALSE,17,49,DTR OF NO 41,F8 J8,76264,,4217457,,,,,DIED,MLKFEV,,,,COW,,,,,,29,,,
231,2669680,12761277,XVX-95-32,,,,21/08/1995,,,3,FALSE,25,51,,F,63684,XVX-92-12        ,10489355,,,,,,,,,,COW,,,,,28.6,29,69,63.9,19.4
232,2669680,8127110,XVX-89-40,,,6/07/1997,30/08/1989,,,6,FALSE,24,37,,J8,63372,,4217473,,,,,DIED,BLOATREM,,,,COW,,,,,,30,,,
233,2669680,12087327,XVX-94-15,,,,15/08/1994,,,4,FALSE,60,53,,F,63684,XVX-90-29        ,8882589,,,,,,,,,,COW,,,,,117.8,31,73.5,87.3,18.8
234,2669680,12087337,XVX-94-16,,,,15/08/1994,,,4,FALSE,32,52,,F,63684,XVX-91-21        ,9637450, ,,,,,,,,,COW,,,,,-1.3,323,72.6,67.3,19.5
235,2669680,11202252,XVX-93-41,,,2/06/1996,24/08/1993,,,1,FALSE,27,44,,F,63895,XVX-86-38        ,5705241,,,,,SOLD,,,,,COW,,,,,,32,,,
236,2669680,4895217,XVX-85-8,,,30/04/1999,29/07/1985,,,10,FALSE,2,48,DTR OF NO 19,F8 J8,78229,,4217437,,,,,CULLED,OLDAGE,LOWPRD,,,COW,,,,,,33,,,
237,2669680,10489319,XVX-92-27,,,,17/08/1992,,,6,FALSE,35,51,,F,63474,,5054334,,,,,,,,,,COW,,,,,91,34,78.4,94.8,18.8
238,2669680,10489303,XVX-92-10,,,31/05/1998,9/08/1992,,,4,FALSE,23,51,,F12J4,63474,2/17035/84/8413  ,2815251,,,,,CULLED,FTC,,,,COW,,,,,,35,,,
239,2669680,11202249,XVX-93-46,,,16/05/1997,26/08/1993,,,2,FALSE,4,47,,F10J2,63087,XVX-89-69        ,8127082,,,,,CULLED,LOWPRD,,,,COW,,,,,,36,,,
240,2669680,12761291,XVX-95-34,,,,22/08/1995,,,3,FALSE,47,51,,F,63895,XVX-85-55        ,4895374,,,,,,,,,,COW,,,,,85.1,36,69.5,104.7,18.8
241,2669680,12761270,XVX-95-38,,,,24/08/1995,,,3,FALSE,40,51,,F,63684,XVX-92-19        ,10489335,,,,,,,,,,COW,,,,,36.8,37,69.1,72.4,19.4
242,2669680,8127193,XVX-88-72,,,16/05/1997,20/09/1988,,,7,FALSE,29,40,,F8 J8,62849,,4217603,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,37,,,
243,2669680,8170664,XVX-88-32,,,31/05/1998,23/08/1988,,,8,FALSE,17,46,,F8 J8,62325,2/17035/84/8483  ,2815286,,,,,CULLED,FTC,,,,COW,,,,,,38,,,
244,2669680,12087340,XVX-94-19,,,,16/08/1994,,,4,FALSE,20,52,,F,63714,XVX-87-29        ,8127763,,,,,CULLED,UDR HEALTH,,,Cut teat,COW,,,,,3.6,39,73.6,65.8,14.2
245,2669680,8882563,XVX-90-10,,,17/12/1996,17/08/1990,,,5,FALSE,32,39,,F,63206,2/17035/84/847   ,2815245,,,,,DIED,BLOATREM,,,,COW,,,,,,40,,,
246,2669680,13316435,XVX-95-40,,,,24/08/1995,,,3,FALSE,46,50,,F13J1,662025,XVX-90-24        ,8882594,,,,,,,,,,COW,,,,,93.2,40,68,,
247,2669680,8882610,XVX-90-44,,,19/08/1996,6/09/1990,,,5,FALSE,46,52,,F,84264,XVX-85-28        ,4895435,,,,,DIED,OTHER,,,,COW,,,,,,41,,,
248,2669680,12761240,XVX-95-43,,,,25/08/1995,,,3,FALSE,55,48,,F,63684,XVX-88-45        ,8127085,,,,,,,,,,COW,,,,,99.4,41,66.3,76.7,11
249,2669680,11202212,XVX-93-53,,,,28/08/1993,,,5,FALSE,16,54,,F8 J4,63622,XVX-89-55        ,8127185,,,,,,,,,,COW,,,,,34.1,42,76.2,87.3,19.1
250,2669680,8127086,XVX-89-16,,,25/03/1999,20/08/1989,,,8,FALSE,22,40,,F4 J4,83283,,4217438,,,,,CULLED,UDR BD,,,,COW,,,,,,43,,,
251,2669680,11202239,XVX-93-31,,,,20/08/1993,,,5,FALSE,19,55,,F,63206,XVX-85-40        ,4895868,,,,,,,,,,COW,,,,,22.3,44,76.8,84.9,19.3
252,2669680,11202209,XVX-93-8,,,,10/08/1993,,,5,FALSE,14,52,,F,63087,XVX-88-8         ,8127205,,,,,,,,,,COW,,,,,39.4,45,76.3,61.6,14.2
253,2669680,10489300,XVX-92-11,,,,10/08/1992,,,6,FALSE,4,51,,F,63773,XVX-88-57        ,8127092,,,,,,,,,,COW,,,,,12,46,78.3,76.5,18.8
254,2669680,8127143,XVX-88-14,,,31/05/1998,19/08/1988,,,8,FALSE,13,34,,F12J4,62849,,4217519,,,,,CULLED,FTC,,,,COW,,,,,,47,,,
255,2669680,11202231,XVX-93-29,,,31/05/1998,18/08/1993,,,3,FALSE,19,49,,F10J2,63622,XVX-89-54        ,8127184,,,,,CULLED,FTC,,,,COW,,,,,,48,,,
256,2669680,12087306,XVX-94-22,,,,17/08/1994,,,4,FALSE,28,48,,F10J2,63895,XVX-85-20        ,4895467,,,,,,,,,,COW,,,,,69.2,49,72.6,66,19.1
257,2669680,9637443,XVX-91-14,,,30/06/1996,14/08/1991,,,3,FALSE,6,49,,F,63202,XVX-86-19        ,5705309,,,,,CULLED,,,,,COW,,,,,,49,,,
258,2669680,10489337,XVX-92-42,,,,25/08/1992,,,6,FALSE,17,53,,F8 J4,63366,XVX-89-68        ,8127132,,,,,,,,,,COW,,,,,10.7,50,76.5,,
259,2669680,8882592,XVX-90-47,,,5/05/1997,9/09/1990,,,4,FALSE,42,48,,F12J4,63206,,4217537,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,51,,,
260,2669680,12761275,XVX-95-44,,,,28/08/1995,,,3,FALSE,70,36,,F,63684,XVX-91-24        ,9637440,,,,,,,,,,COW,,,,,127.4,51,66.6,95.9,12.1
261,2669680,10489338,XVX-92-51,,,,29/08/1992,,,6,FALSE,28,55,,F11J1,63773,XVX-89-8         ,8127199,,,,,,,,,,COW,,,,,74.5,52,78.6,64.3,19.1
262,2669680,11202201,XVX-93-45,,,,25/08/1993,,,5,FALSE,59,39,,F,63087,XVX-90-44        ,8882610,,,,,DIED,DIFCLV,,,,COW,,,,,,53,,,
263,2669680,12087339,XVX-94-23,,,,19/08/1994,,,4,FALSE,26,53,,F,63895,XVX-87-11        ,8127752,,,,,,,,,,COW,,,,,33.3,54,73.7,,
264,2669680,8882587,XVX-90-14,,,9/09/1997,21/08/1990,,,6,FALSE,20,49,,F,84264,2/17035/84/8480  ,2815284,,,,,DIED,MLKFEV,,,,COW,,,,,,55,,,
265,2669680,8882586,XVX-90-1,,,,31/07/1990,,,8,FALSE,32,47,,F12J4,63206,XVX-87-15        ,8127756,,,,,,,,,,COW,,,,,60.7,56,78.5,78.4,17.6
266,2669680,10489351,XVX-92-45,,,,28/08/1992,,,6,FALSE,12,53,,F,62888,XVX-85-15        ,4895459,,,,,,,,,,COW,,,,,39.3,57,78.7,54.1,18.9
267,2669680,11202243,XVX-93-35,,,,21/08/1993,,,5,FALSE,9,52,,F11J1,63087,XVX-89-48        ,8127116,,,,,,,,,,COW,,,,,19.4,58,76.5,,
268,2669680,9641092,XVX-91-31,,,1/05/1999,22/08/1991,,,6,FALSE,-10,52,,F12,63071,XVX-88-34        ,8170666,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,59,,,
269,2669680,8127135,XVX-89-61,,,31/05/1998,7/09/1989,,,7,FALSE,53,36,,F4 J4,62888,,4217510,,,,,CULLED,FTC,,,,COW,,,,,,60,,,
270,2669680,12761256,XVX-95-47,,,4/12/1997,25/08/1995,,,1,FALSE,46,37,,F,662025,XVX-91-19        ,9637442,,,,,SOLD,UDR BD,,,,COW,,,,,,61,,,
271,2669680,12087325,XVX-94-24,,,7/04/1997,17/08/1994,,,1,FALSE,33,37,,F,63684,XVX-90-49        ,8882591,,,,,CULLED,LAMEREM,,,,COW,,,,,,61,,,
272,2669680,12087301,XVX-94-25,,,16/05/1997,20/08/1994,,,1,FALSE,40,45,,F,662224,XVX-90-46        ,8882564,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,62,,,
273,2669680,12761263,XVX-95-51,,,,25/08/1995,,,3,FALSE,18,48,,F12J4,662224,XVX-88-54        ,8127179,,,,,,,,,,COW,,,,,12.3,62,68.3,66.9,13.6
274,2669680,8127764,XVX-86-39,,,2/06/1996,16/08/1986,,,7,FALSE,22,51,DTR OF NO 223,F12J4,81208,,4217615,,,,,SOLD,,,,,COW,,,,,,63,,,
275,2669680,12087330,XVX-94-26,,,,20/08/1994,,,4,FALSE,44,51,,F,63895,XVX-87-37        ,8127142,,,,,,,,,,COW,,,,,67,63,72.8,82.6,14.1
276,2669680,8127767,XVX-87-39,,,15/03/1999,16/08/1987,,,10,FALSE,22,52,DTR OF NO 92,F12J4,81221,,4217500,,,,,CULLED,OLDAGE,HI CEL,,,COW,,,,,,64,,,
277,2669680,8882590,XVX-90-33,,,,18/08/1990,,,8,FALSE,25,46,,F8 J8,63206,,4217533,,,,,,,,,,COW,,,,,84.1,65,78.7,76.5,13.4
278,2669680,9637465,XVX-91-2,,,,9/08/1991,,,7,FALSE,23,58,,F,63206,XVX-87-33        ,8127770,,,,,,,,,,COW,,,,,-10.6,66,80.1,53.1,12.3
279,2669680,11202250,XVX-93-56,,,1/05/1999,29/08/1993,,,4,FALSE,8,49,,F,63206,XVX-88-67        ,8170678,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,67,,,
280,2669680,8882618,XVX-90-37,,,31/05/1998,1/09/1990,,,6,FALSE,29,40,,F,63211,XVX-87-11        ,8127752,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,68,,,
281,2669680,11202237,XVX-93-22,,,16/05/1997,16/08/1993,,,2,FALSE,11,48,,F12,63087,XVX-89-17        ,8127191,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,69,,,
282,2669680,12761272,XVX-95-54,,,12/09/1997,26/08/1995,,,1,FALSE,39,32,,F12,63684,XVX-89-49        ,8127138,,,,,DIED,DIFCLV,,,,COW,,,,,,69,,,
