VID,EID,Weight,DOB,TestDate,Result,Month_Yr
142466,982123500493101,49,1/09/2014,23/09/2015,Empty,2015-09
142519,982123500546099,37,1/11/2014,23/09/2015,Empty,2015-09
142520,982123500499168,44.5,1/11/2014,23/09/2015,Empty,2015-09
142546,982123500496456,53.5,1/11/2014,23/09/2015,Empty,2015-09
142578,982123500496593,37.5,1/11/2014,23/09/2015,Empty,2015-09
142620,982123500496212,37.5,1/11/2014,23/09/2015,Empty,2015-09
142664,982123500552821,41.5,1/11/2014,23/09/2015,Empty,2015-09
236,982000134318333,86.5,1/03/2010,23/09/2015,Empty,2015-09
630,982000154254101,68.5,1/09/2010,23/09/2015,Empty,2015-09
1831,982000189184375,73.5,15/09/2011,23/09/2015,Empty,2015-09
7780,982000100795623,69.5,1/07/2007,23/09/2015,Empty,2015-09
8751,982000105616077,90.5,1/06/2008,23/09/2015,Empty,2015-09
9179,982123490109466,75.5,16/06/2009,23/09/2015,Empty,2015-09
12220,982123464227569,72,1/06/2011,23/09/2015,Empty,2015-09
12285,982123464229020,92,4/03/2012,23/09/2015,Empty,2015-09
12334,982123464228701,75,11/03/2012,23/09/2015,Empty,2015-09
12383,982123464228474,91,16/03/2012,23/09/2015,Empty,2015-09
12695,982123464241369,85.5,5/09/2012,23/09/2015,Empty,2015-09
13041,982123462116208,68.5,18/02/2013,23/09/2015,Empty,2015-09
13132,982123465109037,101.5,4/03/2013,23/09/2015,Empty,2015-09
13271,982123462115928,82,4/03/2013,23/09/2015,Empty,2015-09
13966,982123465095293,70.5,1/09/2013,23/09/2015,Empty,2015-09
121189,982123483754376,81.5,28/11/2012,23/09/2015,Empty,2015-09
131697,982123490247677,60,1/09/2013,23/09/2015,Empty,2015-09
131798,982123490247383,51.5,1/11/2013,23/09/2015,Empty,2015-09
141401,982123490247475,47.5,1/03/2014,23/09/2015,Empty,2015-09
142639,982123500547201,31,1/11/2014,23/09/2015,Empty,2015-09
142693,982123500496585,35.5,1/11/2014,23/09/2015,Empty,2015-09
12257,982123464227670,NA,8/03/2012,23/09/2015,Pregnant,2015-09
12669,982123464241203,88,5/09/2012,23/09/2015,Pregnant,2015-09
131807,982123490247694,56,1/11/2013,23/09/2015,Pregnant,2015-09
141404,982123499631185,58.5,1/03/2014,23/09/2015,Pregnant,2015-09
22,982000134318075,75,21/03/2010,23/09/2015,Empty,2015-09
62,982000134317779,91.5,24/03/2010,23/09/2015,Empty,2015-09
156,982000134317836,86,28/03/2010,23/09/2015,Empty,2015-09
210,982000134318331,90,30/03/2010,23/09/2015,Empty,2015-09
241,982000134317817,88,31/03/2010,23/09/2015,Empty,2015-09
308,982123490305184,97.5,2/04/2010,23/09/2015,Empty,2015-09
368,982000134335291,72,18/03/2010,23/09/2015,Empty,2015-09
408,982000134604171,87.5,5/04/2010,23/09/2015,Empty,2015-09
541,982123499665074,90.5,1/09/2010,23/09/2015,Empty,2015-09
547,982123490349758,88,1/09/2010,23/09/2015,Empty,2015-09
551,982000154252192,109,1/09/2010,23/09/2015,Empty,2015-09
558,982000154252763,89.5,16/06/2010,23/09/2015,Empty,2015-09
687,982000154252865,91,5/09/2010,23/09/2015,Empty,2015-09
873,982000162742095,68,1/08/2010,23/09/2015,Empty,2015-09
1256,982000180727694,87,23/03/2011,23/09/2015,Empty,2015-09
1262,982000162732074,99.5,22/03/2011,23/09/2015,Empty,2015-09
1290,982000180727529,88.5,1/03/2011,23/09/2015,Empty,2015-09
1337,982000108256604,77,1/03/2011,23/09/2015,Empty,2015-09
1408,982000162732993,102,9/06/2011,23/09/2015,Empty,2015-09
1449,982000180728186,78.5,14/06/2011,23/09/2015,Empty,2015-09
1466,982000162742612,97.5,14/06/2011,23/09/2015,Empty,2015-09
1495,982000180727887,89,28/06/2011,23/09/2015,Empty,2015-09
1594,982000189184310,106,6/09/2011,23/09/2015,Empty,2015-09
1707,982000182236586,79,1/01/2011,23/09/2015,Empty,2015-09
1746,982000189184391,82,11/09/2011,23/09/2015,Empty,2015-09
7722,982123490304294,99,1/07/2007,23/09/2015,Empty,2015-09
7747,982123499664984,79,1/07/2007,23/09/2015,Empty,2015-09
8545,982123490304859,87,1/06/2008,23/09/2015,Empty,2015-09
8794,982000104898325,83,1/03/2009,23/09/2015,Empty,2015-09
8843,982123462105953,82,1/03/2009,23/09/2015,Empty,2015-09
9178,982000134317792,60,16/06/2009,23/09/2015,Empty,2015-09
9635,982000124305188,84.5,1/06/2009,23/09/2015,Empty,2015-09
9682,982000124304985,104.5,1/06/2009,23/09/2015,Empty,2015-09
11023,982123465095809,64,8/08/1988,23/09/2015,Empty,2015-09
11055,982123465095109,82.5,1/01/2011,23/09/2015,Empty,2015-09
12023,982123464228613,118,1/03/2012,23/09/2015,Empty,2015-09
12056,982123464228946,98,2/03/2012,23/09/2015,Empty,2015-09
12095,982123464229051,94,4/03/2012,23/09/2015,Empty,2015-09
12158,982123464228418,93.5,5/03/2012,23/09/2015,Empty,2015-09
12209,982123464221221,95,7/03/2012,23/09/2015,Empty,2015-09
12224,982123464228933,85.5,7/03/2012,23/09/2015,Empty,2015-09
12331,982123464228535,95,10/03/2012,23/09/2015,Empty,2015-09
12409,982123464228634,73.5,19/03/2012,23/09/2015,Empty,2015-09
12433,982123464220732,93,26/03/2012,23/09/2015,Empty,2015-09
12446,982123464228499,84.5,28/03/2012,23/09/2015,Empty,2015-09
12452,982123464228564,74,29/03/2012,23/09/2015,Empty,2015-09
12467,982123464229062,70.5,30/03/2012,23/09/2015,Empty,2015-09
12577,982123464234704,87.5,9/07/2012,23/09/2015,Empty,2015-09
12625,982123464241232,79.5,2/09/2012,23/09/2015,Empty,2015-09
12697,982123464241179,87.5,7/09/2012,23/09/2015,Empty,2015-09
12717,982123462888742,108.5,7/09/2012,23/09/2015,Empty,2015-09
12721,982123464241145,103,7/09/2012,23/09/2015,Empty,2015-09
12764,982123464241785,77,1/09/2012,23/09/2015,Empty,2015-09
12790,982123464241093,96,9/09/2012,23/09/2015,Empty,2015-09
12832,982123464241608,100.5,15/09/2012,23/09/2015,Empty,2015-09
13020,982123462116219,105,17/02/2013,23/09/2015,Empty,2015-09
13023,982123462115553,90.5,17/02/2013,23/09/2015,Empty,2015-09
13038,982123462115788,112,18/02/2013,23/09/2015,Empty,2015-09
13040,982123462115648,101,18/02/2013,23/09/2015,Empty,2015-09
13162,982123462115498,74,3/03/2013,23/09/2015,Empty,2015-09
13186,982123462115785,89.5,4/03/2013,23/09/2015,Empty,2015-09
13247,982123462115856,77.5,4/03/2013,23/09/2015,Empty,2015-09
13249,982123465109361,92,3/03/2013,23/09/2015,Empty,2015-09
13539,982123465095273,85,16/06/2013,23/09/2015,Empty,2015-09
13570,982123490053008,78.5,17/06/2013,23/09/2015,Empty,2015-09
13769,982123490053231,68,1/09/2013,23/09/2015,Empty,2015-09
13813,982123465108722,107,20/03/2012,23/09/2015,Empty,2015-09
13903,982123490053040,51,1/09/2013,23/09/2015,Empty,2015-09
100062,982123462888812,93.5,1/10/2011,23/09/2015,Empty,2015-09
112712,982123462888555,84,1/12/2011,23/09/2015,Empty,2015-09
112763,982123462889864,84,1/12/2011,23/09/2015,Empty,2015-09
121045,982123483751884,90,13/11/2012,23/09/2015,Empty,2015-09
121098,982123483752080,92,1/11/2012,23/09/2015,Empty,2015-09
121127,982123483752216,78,21/11/2012,23/09/2015,Empty,2015-09
121134,982123490247438,84,1/11/2012,23/09/2015,Empty,2015-09
121205,982123483751881,76,5/12/2012,23/09/2015,Empty,2015-09
121210,982123483751648,88,1/11/2012,23/09/2015,Empty,2015-09
121233,982123483751996,67.5,1/11/2012,23/09/2015,Empty,2015-09
121286,982123464234361,88.5,20/03/2012,23/09/2015,Empty,2015-09
121431,982123465095943,65,1/09/2012,23/09/2015,Empty,2015-09
131040,982123490109371,64,1/09/2013,23/09/2015,Empty,2015-09
131254,982123490107825,59,NA,23/09/2015,Empty,2015-09
131294,982123465095735,60,1/11/2013,23/09/2015,Empty,2015-09
131632,982123490247799,52,1/09/2013,23/09/2015,Empty,2015-09
131638,982123490304338,92,1/09/2013,23/09/2015,Empty,2015-09
131664,982123490247369,69,1/09/2013,23/09/2015,Empty,2015-09
131670,982123490304579,72.5,1/09/2013,23/09/2015,Empty,2015-09
131672,982123490247624,75,1/09/2013,23/09/2015,Empty,2015-09
131676,982123490247606,66.5,1/09/2013,23/09/2015,Empty,2015-09
131704,982123490247456,67.5,1/09/2013,23/09/2015,Empty,2015-09
131708,982123462105723,85.5,1/09/2013,23/09/2015,Empty,2015-09
131711,982123490248126,74.5,1/09/2013,23/09/2015,Empty,2015-09
131719,982123490248085,66.5,1/09/2013,23/09/2015,Empty,2015-09
131725,982123490247363,74,1/09/2013,23/09/2015,Empty,2015-09
131729,982123490247818,66.5,1/09/2013,23/09/2015,Empty,2015-09
131733,982123490247431,84.5,1/09/2013,23/09/2015,Empty,2015-09
131746,982123490247948,74.5,1/09/2013,23/09/2015,Empty,2015-09
131750,982123490247896,71,1/09/2013,23/09/2015,Empty,2015-09
131771,982123490247993,81,1/09/2013,23/09/2015,Empty,2015-09
131775,982123490247294,46,1/09/2013,23/09/2015,Empty,2015-09
131792,982123490247306,79,1/11/2013,23/09/2015,Empty,2015-09
131793,982123490248031,57.5,1/11/2013,23/09/2015,Empty,2015-09
131853,982123490247391,72,1/11/2013,23/09/2015,Empty,2015-09
131855,982123490247729,59.5,1/11/2013,23/09/2015,Empty,2015-09
131873,982123490247656,63.5,1/11/2013,23/09/2015,Empty,2015-09
133002,982123499628607,68,1/03/2013,23/09/2015,Empty,2015-09
141009,982123490066398,53,NA,23/09/2015,Empty,2015-09
141176,982123499658266,59,1/03/2014,23/09/2015,Empty,2015-09
141402,982123490247675,73,1/03/2014,23/09/2015,Empty,2015-09
141424,982123490247702,68.5,1/03/2014,23/09/2015,Empty,2015-09
141427,982123499665126,59,1/03/2014,23/09/2015,Empty,2015-09
141428,982123499659667,62.5,1/03/2014,23/09/2015,Empty,2015-09
141431,982123499658551,59,1/03/2014,23/09/2015,Empty,2015-09
141442,982123499664768,61.5,1/03/2014,23/09/2015,Empty,2015-09
141448,982123490248017,56,1/03/2014,23/09/2015,Empty,2015-09
141454,982123499659266,62,1/03/2014,23/09/2015,Empty,2015-09
141494,982123499659560,62.5,1/03/2014,23/09/2015,Empty,2015-09
141498,982123499659856,72.5,1/03/2014,23/09/2015,Empty,2015-09
141501,982123499659946,65.5,1/03/2014,23/09/2015,Empty,2015-09
141522,982123490247959,60.5,1/03/2014,23/09/2015,Empty,2015-09
141528,982123499658697,44.5,1/03/2014,23/09/2015,Empty,2015-09
141531,982123499665190,48.5,1/03/2014,23/09/2015,Empty,2015-09
141539,982123499665011,64,1/03/2014,23/09/2015,Empty,2015-09
141559,982123499664855,63.5,1/03/2014,23/09/2015,Empty,2015-09
141561,982123499659681,60.5,1/03/2014,23/09/2015,Empty,2015-09
141589,982123490248092,63,1/03/2014,23/09/2015,Empty,2015-09
141596,982123499664957,55.5,1/03/2014,23/09/2015,Empty,2015-09
141604,982123499659843,55.5,1/03/2014,23/09/2015,Empty,2015-09
141631,982123499658617,56,1/03/2014,23/09/2015,Empty,2015-09
20,982000134318508,84.5,21/03/2010,23/09/2015,Empty,2015-09
386,982000134318372,117.5,4/04/2010,23/09/2015,Empty,2015-09
425,982000134318533,84.5,7/04/2010,23/09/2015,Empty,2015-09
634,982123490247939,83,1/09/2010,23/09/2015,Empty,2015-09
652,982000162742720,92,4/09/2010,23/09/2015,Empty,2015-09
658,982000154252463,100,4/08/2010,23/09/2015,Empty,2015-09
935,982000162742395,88.5,1/09/2010,23/09/2015,Empty,2015-09
1030,982000180728349,88,9/03/2011,23/09/2015,Empty,2015-09
1101,982123490349552,96,1/03/2011,23/09/2015,Empty,2015-09
1213,982000180727668,88,20/03/2011,23/09/2015,Empty,2015-09
1248,982123490349352,97,1/03/2011,23/09/2015,Empty,2015-09
1447,982000162742151,89,14/06/2011,23/09/2015,Empty,2015-09
1473,982000180719838,80,1/06/2011,23/09/2015,Empty,2015-09
1493,982000180727710,75,27/06/2011,23/09/2015,Empty,2015-09
1898,982000189184318,96.5,22/09/2011,23/09/2015,Empty,2015-09
7023,982000105616505,69.5,1/06/2007,23/09/2015,Empty,2015-09
7188,982123490304373,90.5,1/07/2007,23/09/2015,Empty,2015-09
7204,982123465085923,95,1/06/2007,23/09/2015,Empty,2015-09
7566,982123462888569,76,1/07/2007,23/09/2015,Empty,2015-09
7770,982123464920429,93,1/07/2007,23/09/2015,Empty,2015-09
8097,982000100794002,92.5,1/03/2008,23/09/2015,Empty,2015-09
8756,982123500507797,80,4/03/2009,23/09/2015,Empty,2015-09
9043,982000180727892,97,1/03/2009,23/09/2015,Empty,2015-09
9139,982123490304299,102.5,12/06/2009,23/09/2015,Empty,2015-09
9151,982000182236412,79.5,13/06/2009,23/09/2015,Empty,2015-09
9152,982123465086664,87.5,1/01/2009,23/09/2015,Empty,2015-09
9230,982123462105622,77.5,1/03/2009,23/09/2015,Empty,2015-09
9260,982123465108743,82.5,1/03/2009,23/09/2015,Empty,2015-09
9677,982123490349903,87,9/09/2009,23/09/2015,Empty,2015-09
11108,982000180727772,63,8/08/1988,23/09/2015,Empty,2015-09
12013,982123464228907,75,28/02/2012,23/09/2015,Empty,2015-09
12069,982123464228501,92.5,3/03/2012,23/09/2015,Empty,2015-09
12087,982123464228679,108,4/03/2012,23/09/2015,Empty,2015-09
12104,982123464228857,92.5,1/06/2012,23/09/2015,Empty,2015-09
12111,982123464228862,87.5,1/03/2012,23/09/2015,Empty,2015-09
12240,982123464228417,85,7/03/2012,23/09/2015,Empty,2015-09
12312,982123464229117,99,10/03/2012,23/09/2015,Empty,2015-09
12327,982123464220866,90,10/03/2012,23/09/2015,Empty,2015-09
12338,982123464228762,110.5,11/03/2012,23/09/2015,Empty,2015-09
12372,982123464228975,102.5,15/03/2012,23/09/2015,Empty,2015-09
12492,982123464228612,90,1/04/2012,23/09/2015,Empty,2015-09
12532,982123464234641,89,1/06/2012,23/09/2015,Empty,2015-09
12999,982123483754486,85.5,8/11/2012,23/09/2015,Empty,2015-09
13058,982123465108858,90.5,21/02/2013,23/09/2015,Empty,2015-09
13099,982123462115775,96,28/02/2013,23/09/2015,Empty,2015-09
13496,982123490052554,53,9/06/2013,23/09/2015,Empty,2015-09
13817,982123483751575,81.5,20/03/2013,23/09/2015,Empty,2015-09
112737,982123462888345,75,1/12/2011,23/09/2015,Empty,2015-09
112785,982123462888983,75,1/12/2011,23/09/2015,Empty,2015-09
121420,982123465095959,61.5,1/06/2012,23/09/2015,Empty,2015-09
131394,982123490246192,79,1/06/2013,23/09/2015,Empty,2015-09
131642,982123490247518,91.5,1/09/2013,23/09/2015,Empty,2015-09
131776,982123490247384,74,1/09/2013,23/09/2015,Empty,2015-09
141569,982123499659926,64,1/03/2014,24/09/2015,Pregnant,2015-09
142315,982123500494725,61.5,1/09/2014,24/09/2015,Pregnant,2015-09
142329,982123500495038,63.5,1/09/2014,24/09/2015,Pregnant,2015-09
142372,982123500492384,60.5,1/09/2014,24/09/2015,Pregnant,2015-09
142473,982123500492646,53.5,1/09/2014,24/09/2015,Pregnant,2015-09
142476,982123500492895,64,1/09/2014,24/09/2015,Pregnant,2015-09
142514,982123500496476,52,1/11/2014,24/09/2015,Pregnant,2015-09
11113,982123500492892,47,1/11/2014,24/09/2015,Pregnant,2015-09
131765,982123490247270,88,1/09/2013,24/09/2015,Pregnant,2015-09
141411,982123499659724,83,1/03/2014,24/09/2015,Pregnant,2015-09
141412,982123499658251,66.5,1/03/2014,24/09/2015,Pregnant,2015-09
141418,982123462106127,73,1/03/2014,24/09/2015,Pregnant,2015-09
141482,982123499659791,71.5,1/03/2014,24/09/2015,Pregnant,2015-09
141536,982123490247790,54.5,1/03/2014,24/09/2015,Pregnant,2015-09
142004,982123490349421,65.5,1/06/2014,24/09/2015,Pregnant,2015-09
142011,982123490349905,73,1/06/2014,24/09/2015,Pregnant,2015-09
142032,982123490349693,51.5,1/06/2014,24/09/2015,Pregnant,2015-09
142036,982123490349370,61,1/06/2014,24/09/2015,Pregnant,2015-09
142061,982123490349400,62.5,1/06/2014,24/09/2015,Pregnant,2015-09
142105,982123490349994,57,1/06/2014,24/09/2015,Pregnant,2015-09
142137,982123490349692,60,1/06/2014,24/09/2015,Pregnant,2015-09
142171,982123500493167,50,1/09/2014,24/09/2015,Pregnant,2015-09
142176,982123500493048,54.5,1/09/2014,24/09/2015,Pregnant,2015-09
142183,982123500493035,51,1/09/2014,24/09/2015,Pregnant,2015-09
142188,982123500493260,49.5,1/09/2014,24/09/2015,Pregnant,2015-09
142189,982123500493185,52,1/09/2014,24/09/2015,Pregnant,2015-09
142194,982123500493283,54,1/09/2014,24/09/2015,Pregnant,2015-09
142206,982123500492747,51.5,1/09/2014,24/09/2015,Pregnant,2015-09
142207,982123500493303,51.5,1/09/2014,24/09/2015,Pregnant,2015-09
142211,982123500493174,43,1/09/2014,24/09/2015,Pregnant,2015-09
142216,982123500494673,72,1/09/2014,24/09/2015,Pregnant,2015-09
142219,982123500493079,50,1/09/2014,24/09/2015,Pregnant,2015-09
142232,982123500494769,46.5,1/09/2014,24/09/2015,Pregnant,2015-09
142234,982123500492968,47.5,1/09/2014,24/09/2015,Pregnant,2015-09
142244,982123500494918,55,1/09/2014,24/09/2015,Pregnant,2015-09
142253,982123500492899,44,1/09/2014,24/09/2015,Pregnant,2015-09
142254,982123500494440,51,1/09/2014,24/09/2015,Pregnant,2015-09
142255,982123500493078,59,1/09/2014,24/09/2015,Pregnant,2015-09
142259,982123500492871,41,1/09/2014,24/09/2015,Pregnant,2015-09
142264,982123500492516,48,1/09/2014,24/09/2015,Pregnant,2015-09
142278,982123490349578,61.5,1/11/2014,24/09/2015,Pregnant,2015-09
142285,982123500492709,56.5,1/09/2014,24/09/2015,Pregnant,2015-09
142289,982123500495251,49.5,1/09/2014,24/09/2015,Pregnant,2015-09
142292,982123500495409,45.5,1/09/2014,24/09/2015,Pregnant,2015-09
142296,982123490349875,51.5,1/09/2014,24/09/2015,Pregnant,2015-09
142301,982123500492735,45,1/09/2014,24/09/2015,Pregnant,2015-09
142305,982123500493008,57,1/09/2014,24/09/2015,Pregnant,2015-09
142306,982123500492825,51.5,1/09/2014,24/09/2015,Pregnant,2015-09
142311,982123500492994,53.5,1/09/2014,24/09/2015,Pregnant,2015-09
142313,982123500492477,45.5,1/09/2014,24/09/2015,Pregnant,2015-09
142320,982123500492431,73.5,1/09/2014,24/09/2015,Pregnant,2015-09
142330,982123500492925,48,1/09/2014,24/09/2015,Pregnant,2015-09
142335,982123500494514,45.5,1/09/2014,24/09/2015,Pregnant,2015-09
142343,982123500492630,47.5,1/09/2014,24/09/2015,Pregnant,2015-09
142355,982123500495266,43,1/09/2014,24/09/2015,Pregnant,2015-09
142363,982123500495474,47,1/09/2014,24/09/2015,Pregnant,2015-09
142365,982123500499349,31.5,1/11/2014,24/09/2015,Pregnant,2015-09
142368,982123500492569,43,1/09/2014,24/09/2015,Pregnant,2015-09
142369,982123500492416,48,1/09/2014,24/09/2015,Pregnant,2015-09
142373,982123500492697,44.5,1/09/2014,24/09/2015,Pregnant,2015-09
142377,982123500492535,40,1/09/2014,24/09/2015,Pregnant,2015-09
142378,982123500492428,57,1/09/2014,24/09/2015,Pregnant,2015-09
142382,982123500494865,57.5,1/09/2014,24/09/2015,Pregnant,2015-09
142383,982123500494685,46.5,1/09/2014,24/09/2015,Pregnant,2015-09
142384,982123500492606,50.5,1/09/2014,24/09/2015,Pregnant,2015-09
142385,982123500492914,45.5,1/09/2014,24/09/2015,Pregnant,2015-09
142388,982123500495343,50,1/09/2014,24/09/2015,Pregnant,2015-09
142401,982123500492976,61.5,1/09/2014,24/09/2015,Pregnant,2015-09
142407,982123500492551,56.5,1/09/2014,24/09/2015,Pregnant,2015-09
142411,982123500493139,57.5,1/09/2014,24/09/2015,Pregnant,2015-09
142413,982123500494722,45,1/09/2014,24/09/2015,Pregnant,2015-09
142417,982123500492845,50,1/09/2014,24/09/2015,Pregnant,2015-09
142421,982123500495405,59,1/09/2014,24/09/2015,Pregnant,2015-09
142428,982123500493214,57,1/09/2014,24/09/2015,Pregnant,2015-09
142433,982123500492915,64.5,1/09/2014,24/09/2015,Pregnant,2015-09
142450,982123500493128,51,1/09/2014,24/09/2015,Pregnant,2015-09
142451,982123500492791,54,1/09/2014,24/09/2015,Pregnant,2015-09
142452,982123500493006,49.5,1/09/2014,24/09/2015,Pregnant,2015-09
142462,982123500492696,50.5,1/09/2014,24/09/2015,Pregnant,2015-09
142468,982123500493010,56.5,1/09/2014,24/09/2015,Pregnant,2015-09
142469,982123500492527,58,1/09/2014,24/09/2015,Pregnant,2015-09
142470,982123500492987,47.5,1/09/2014,24/09/2015,Pregnant,2015-09
142474,982123500492763,56.5,1/09/2014,24/09/2015,Pregnant,2015-09
142479,982123500493095,53,1/09/2014,24/09/2015,Pregnant,2015-09
142481,982123500492654,57,1/09/2014,24/09/2015,Pregnant,2015-09
142485,982123500493069,54,1/09/2014,24/09/2015,Pregnant,2015-09
142490,982123500493076,50,1/09/2014,24/09/2015,Pregnant,2015-09
142491,982123500492609,35,1/09/2014,24/09/2015,Pregnant,2015-09
142492,982123500493001,50,1/09/2014,24/09/2015,Pregnant,2015-09
142493,982123500493020,56.5,1/09/2014,24/09/2015,Pregnant,2015-09
142498,982123500492604,50,1/09/2014,24/09/2015,Pregnant,2015-09
142505,982123500493184,50,1/09/2014,24/09/2015,Pregnant,2015-09
142506,982123500492943,54.5,1/09/2014,24/09/2015,Pregnant,2015-09
142508,982123500493209,54,1/09/2014,24/09/2015,Pregnant,2015-09
142511,982123500496408,37,1/11/2014,24/09/2015,Pregnant,2015-09
142513,982123500494680,50.5,1/09/2014,24/09/2015,Pregnant,2015-09
142515,982123500551978,55,1/11/2014,24/09/2015,Pregnant,2015-09
142516,982123500496493,70,1/11/2014,24/09/2015,Pregnant,2015-09
142517,982123500496569,57.5,1/11/2014,24/09/2015,Pregnant,2015-09
142522,982123500545085,51,1/11/2014,24/09/2015,Pregnant,2015-09
142525,982123500496488,54,1/11/2014,24/09/2015,Pregnant,2015-09
142526,982123500544793,50,1/11/2014,24/09/2015,Pregnant,2015-09
142527,982123500551871,47.5,1/11/2014,24/09/2015,Pregnant,2015-09
142529,982123500494928,33.5,1/11/2014,24/09/2015,Pregnant,2015-09
142531,982123500546160,57,1/11/2014,24/09/2015,Pregnant,2015-09
142533,982123500488833,54.5,1/11/2014,24/09/2015,Pregnant,2015-09
142534,982123500545866,47.5,1/11/2014,24/09/2015,Pregnant,2015-09
142537,982123500488902,43.5,1/11/2014,24/09/2015,Pregnant,2015-09
142541,982123500551422,54.5,1/11/2014,24/09/2015,Pregnant,2015-09
142542,982123500496336,56,1/11/2014,24/09/2015,Pregnant,2015-09
142545,982123500496472,62.5,1/11/2014,24/09/2015,Pregnant,2015-09
142548,982123500496328,51,1/11/2014,24/09/2015,Pregnant,2015-09
142550,982123500497082,57.5,1/11/2014,24/09/2015,Pregnant,2015-09
142554,982123500552319,52,1/11/2014,24/09/2015,Pregnant,2015-09
142555,982123500545987,54,1/11/2014,24/09/2015,Pregnant,2015-09
142556,982123500489150,41,1/11/2014,24/09/2015,Pregnant,2015-09
142557,982123500496416,67,1/11/2014,24/09/2015,Pregnant,2015-09
142558,982123500488946,45.5,1/11/2014,24/09/2015,Pregnant,2015-09
142559,982123500496422,53,1/11/2014,24/09/2015,Pregnant,2015-09
142560,982123500496307,46.5,1/11/2014,24/09/2015,Pregnant,2015-09
142565,982123500497312,54.5,1/11/2014,24/09/2015,Pregnant,2015-09
142566,982123500547643,43,1/11/2014,24/09/2015,Pregnant,2015-09
142569,982123500495124,57.5,1/11/2014,24/09/2015,Pregnant,2015-09
142571,982123500488929,59.5,1/11/2014,24/09/2015,Pregnant,2015-09
142575,982123500496592,53,1/11/2014,24/09/2015,Pregnant,2015-09
142576,982123500496498,52,1/11/2014,24/09/2015,Pregnant,2015-09
142577,982123500492179,47.5,1/11/2014,24/09/2015,Pregnant,2015-09
142579,982123500496414,58,1/11/2014,24/09/2015,Pregnant,2015-09
142580,982123500544895,52,1/11/2014,24/09/2015,Pregnant,2015-09
142581,982123500496535,51,1/11/2014,24/09/2015,Pregnant,2015-09
142582,982123500507402,45,1/11/2014,24/09/2015,Pregnant,2015-09
142583,982123500544676,43,1/11/2014,24/09/2015,Pregnant,2015-09
142585,982123500496193,52,1/11/2014,24/09/2015,Pregnant,2015-09
142589,982123500495946,38,1/11/2014,24/09/2015,Pregnant,2015-09
142594,982123500546400,48,1/11/2014,24/09/2015,Pregnant,2015-09
142595,982123500545428,45,1/11/2014,24/09/2015,Pregnant,2015-09
142596,982123500492471,52.5,1/11/2014,24/09/2015,Pregnant,2015-09
142597,982123500496056,54.5,1/11/2014,24/09/2015,Pregnant,2015-09
142599,982123500496525,52.5,1/11/2014,24/09/2015,Pregnant,2015-09
142601,982123500488715,52.5,1/11/2014,24/09/2015,Pregnant,2015-09
142603,982123500499364,47.5,1/11/2014,24/09/2015,Pregnant,2015-09
142604,982123500496279,46.5,1/11/2014,24/09/2015,Pregnant,2015-09
142605,982123500544746,49,1/11/2014,24/09/2015,Pregnant,2015-09
142608,982123500546172,49,1/11/2014,24/09/2015,Pregnant,2015-09
142609,982123500545060,53.5,1/11/2014,24/09/2015,Pregnant,2015-09
142610,982123500489036,49.5,1/11/2014,24/09/2015,Pregnant,2015-09
142612,982123500488335,33.5,1/11/2014,24/09/2015,Pregnant,2015-09
142613,982123500496269,43.5,1/11/2014,24/09/2015,Pregnant,2015-09
142614,982123500545416,41.5,1/11/2014,24/09/2015,Pregnant,2015-09
142617,982123500491591,52,1/11/2014,24/09/2015,Pregnant,2015-09
142624,982123500496442,54,1/11/2014,24/09/2015,Pregnant,2015-09
142625,982123500496375,43,1/11/2014,24/09/2015,Pregnant,2015-09
142627,982123500552326,49.5,1/11/2014,24/09/2015,Pregnant,2015-09
142629,982123500496324,44.5,1/11/2014,24/09/2015,Pregnant,2015-09
142630,982123500545244,43.5,1/11/2014,24/09/2015,Pregnant,2015-09
142631,982123500545342,51,1/11/2014,24/09/2015,Pregnant,2015-09
142632,982123500496226,50,1/11/2014,24/09/2015,Pregnant,2015-09
142633,982123500488270,49.5,1/11/2014,24/09/2015,Pregnant,2015-09
142635,982123500498998,56,1/11/2014,24/09/2015,Pregnant,2015-09
142636,982123500496458,34.5,1/11/2014,24/09/2015,Pregnant,2015-09
142637,982123500545686,47,1/11/2014,24/09/2015,Pregnant,2015-09
142638,982123500495606,52.5,1/11/2014,24/09/2015,Pregnant,2015-09
142640,982123500499533,42.5,1/11/2014,24/09/2015,Pregnant,2015-09
142642,982123500544753,44,1/11/2014,24/09/2015,Pregnant,2015-09
142645,982123500496392,51,1/11/2014,24/09/2015,Pregnant,2015-09
142646,982123500552796,52,1/11/2014,24/09/2015,Pregnant,2015-09
142650,982123500499281,44,1/11/2014,24/09/2015,Pregnant,2015-09
142651,982123500495989,44,1/11/2014,24/09/2015,Pregnant,2015-09
142652,982123500552112,35.5,1/11/2014,24/09/2015,Pregnant,2015-09
142656,982123500545899,67,1/11/2014,24/09/2015,Pregnant,2015-09
142657,982123500495772,42.5,1/11/2014,24/09/2015,Pregnant,2015-09
142658,982123500496546,43,1/11/2014,24/09/2015,Pregnant,2015-09
142659,982123500488559,56,1/11/2014,24/09/2015,Pregnant,2015-09
142660,982123500496576,52.5,1/11/2014,24/09/2015,Pregnant,2015-09
142661,982123500552255,55.5,1/11/2014,24/09/2015,Pregnant,2015-09
142665,982123500545729,49.5,1/11/2014,24/09/2015,Pregnant,2015-09
